t_rel	session_idx	ms	outcome
0.005	4	122.84	ok
0.006	6	122.12	ok
0.004	3	142.94	ok
0.02	12	127.25	ok
0.027	14	125.11	ok
0.012	9	140.52	ok
0.003	1	149.82	ok
0.005	5	148.25	ok
0.004	2	149.98	ok
0.023	13	131.05	ok
0.03	16	125.95	ok
0.002	0	158.17	ok
0.032	17	133.18	ok
0.029	15	136.22	ok
0.033	19	134.89	ok
0.009	7	158.81	ok
0.01	8	185.03	ok
0.035	24	161.74	ok
0.034	23	181.48	ok
0.032	18	183.83	ok
0.034	21	182.31	ok
0.033	20	182.7	ok
0.034	22	202.26	ok
0.035	26	206.25	ok
0.035	27	208.62	ok
0.036	28	208.72	ok
0.015	10	234.57	ok
0.037	30	227.56	ok
0.036	29	228.84	ok
0.039	35	226.11	ok
0.037	31	228.25	ok
0.017	11	248.86	ok
0.035	25	230.67	ok
0.039	34	229.23	ok
0.038	32	230.22	ok
0.038	33	236.62	ok
0.039	36	235.97	ok
0.04	37	237.16	ok
0.04	38	237.19	ok
0.04	39	241.65	ok
0.041	41	241.39	ok
0.041	40	245.83	ok
0.042	44	253.52	ok
0.041	42	263.34	ok
0.042	45	271.37	ok
0.041	43	275.11	ok
0.043	46	280.71	ok
0.043	47	280.46	ok
0.044	48	283.56	ok
0.044	49	283.38	ok
0.044	50	284.41	ok
0.045	51	289.59	ok
0.045	52	291.0	ok
0.046	54	301.04	ok
0.046	53	301.7	ok
0.048	57	300.1	ok
0.048	59	311.6	ok
0.048	58	317.16	ok
0.047	56	317.94	ok
0.047	55	319.51	ok
0.049	60	344.17	ok
0.06	69	342.5	ok
0.099	91	303.14	ok
0.095	75	307.69	ok
0.1	93	303.08	ok
0.117	144	286.12	ok
0.114	129	299.51	ok
0.06	70	353.48	ok
0.109	118	308.56	ok
0.116	139	302.06	ok
0.102	102	317.49	ok
0.105	115	314.85	ok
0.105	114	317.68	ok
0.118	149	305.38	ok
0.051	63	372.72	ok
0.06	71	366.41	ok
0.101	98	326.28	ok
0.11	121	317.19	ok
0.113	126	320.75	ok
0.111	122	322.95	ok
0.101	97	334.73	ok
0.119	155	317.31	ok
0.102	103	333.95	ok
0.117	145	323.24	ok
0.119	158	321.26	ok
0.119	154	334.4	ok
0.113	124	345.1	ok
0.116	138	342.36	ok
0.119	157	368.42	ok
0.096	77	392.18	ok
0.113	125	377.85	ok
0.119	156	388.36	ok
0.095	74	413.13	ok
0.114	132	393.53	ok
0.1	95	411.63	ok
0.1	94	414.08	ok
0.115	135	402.58	ok
0.116	141	406.84	ok
0.059	67	465.48	ok
0.105	116	424.47	ok
0.115	136	416.67	ok
0.118	150	415.05	ok
0.103	104	430.75	ok
0.105	113	428.7	ok
0.115	133	471.16	ok
0.101	99	495.92	ok
0.118	151	479.55	ok
0.105	111	575.61	ok
0.102	101	582.49	ok
0.109	119	575.03	ok
0.117	142	568.2	ok
0.104	110	580.64	ok
0.12	159	565.85	ok
0.116	137	570.13	ok
0.115	134	571.21	ok
0.118	148	568.95	ok
0.1	96	592.97	ok
0.106	117	588.65	ok
0.101	100	593.12	ok
0.104	109	590.58	ok
0.104	106	591.63	ok
0.11	120	586.08	ok
0.059	68	636.95	ok
0.114	128	583.23	ok
0.117	143	580.4	ok
0.089	73	608.16	ok
0.103	105	595.37	ok
0.117	146	581.7	ok
0.114	130	585.46	ok
0.05	62	649.39	ok
0.116	140	583.67	ok
0.104	108	596.43	ok
0.1	92	601.6	ok
0.095	76	606.33	ok
0.113	127	588.72	ok
