t_rel	session_idx	ms	outcome
0.006	4	146.31	ok
0.031	19	124.04	ok
0.007	6	154.67	ok
0.004	1	160.08	ok
0.04	20	125.02	ok
0.005	3	159.59	ok
0.007	5	158.46	ok
0.003	0	162.03	ok
0.005	2	162.88	ok
0.01	11	157.6	ok
0.008	8	175.35	ok
0.042	21	141.44	ok
0.009	9	175.04	ok
0.043	22	166.56	ok
0.047	25	162.85	ok
0.007	7	206.67	ok
0.047	24	167.39	ok
0.012	12	209.89	ok
0.01	10	211.98	ok
0.017	14	204.7	ok
0.048	26	190.04	ok
0.047	23	214.43	ok
0.014	13	247.44	ok
0.049	27	214.25	ok
0.05	28	216.1	ok
0.02	15	251.21	ok
0.026	17	245.42	ok
0.051	29	220.51	ok
0.022	16	249.59	ok
0.028	18	248.34	ok
0.052	33	229.85	ok
0.051	31	235.54	ok
0.053	34	236.43	ok
0.052	32	237.26	ok
0.053	36	236.37	ok
0.051	30	240.63	ok
0.053	35	241.2	ok
0.054	37	243.68	ok
0.054	40	244.63	ok
0.055	41	250.85	ok
0.054	38	258.13	ok
0.055	43	257.9	ok
0.056	45	262.61	ok
0.054	39	264.73	ok
0.055	42	264.15	ok
0.056	44	266.66	ok
0.057	46	280.4	ok
0.057	47	280.22	ok
0.059	48	284.89	ok
0.059	49	284.75	ok
0.06	53	284.18	ok
0.059	50	286.62	ok
0.06	51	286.61	ok
0.06	52	294.11	ok
0.061	55	294.5	ok
0.061	54	297.98	ok
0.064	58	297.34	ok
0.062	56	299.43	ok
0.063	57	307.66	ok
0.107	131	282.96	ok
0.102	102	289.77	ok
0.064	60	327.62	ok
0.064	59	330.56	ok
0.106	124	296.92	ok
0.119	157	283.81	ok
0.118	150	295.35	ok
0.111	138	301.84	ok
0.094	85	319.58	ok
0.114	147	307.07	ok
0.112	141	313.91	ok
0.114	145	324.89	ok
0.105	121	333.75	ok
0.106	125	336.55	ok
0.119	155	332.66	ok
0.086	83	365.13	ok
0.107	132	350.5	ok
0.086	80	373.85	ok
0.086	81	380.3	ok
0.085	79	385.81	ok
0.084	78	387.8	ok
0.113	142	363.64	ok
0.11	137	366.79	ok
0.067	66	412.0	ok
0.107	133	372.33	ok
0.107	134	372.51	ok
0.095	86	385.87	ok
0.115	148	369.42	ok
0.113	144	373.87	ok
0.073	72	422.11	ok
0.073	71	422.83	ok
0.105	118	394.21	ok
0.112	139	387.95	ok
0.066	64	438.02	ok
0.071	67	433.31	ok
0.102	100	409.93	ok
0.118	154	399.88	ok
0.101	97	421.54	ok
0.083	77	451.18	ok
0.107	136	427.49	ok
0.103	107	433.85	ok
0.102	104	434.92	ok
0.074	75	463.42	ok
0.086	82	451.69	ok
0.105	123	441.61	ok
0.105	122	451.77	ok
0.106	130	452.24	ok
0.112	140	447.23	ok
0.066	63	493.89	ok
0.099	88	461.0	ok
0.105	119	455.61	ok
0.065	62	507.38	ok
0.066	65	520.6	ok
0.113	143	488.96	ok
0.104	116	516.27	ok
0.064	61	556.69	ok
0.117	149	509.19	ok
0.103	106	524.84	ok
0.105	117	523.33	ok
0.118	151	510.41	ok
0.119	158	509.36	ok
0.074	74	565.41	ok
0.105	120	536.65	ok
0.102	105	540.01	ok
0.119	156	525.01	ok
0.088	84	556.14	ok
0.073	73	572.14	ok
0.119	159	534.44	ok
0.102	101	554.91	ok
0.101	99	560.76	ok
0.075	76	591.08	ok
0.102	103	564.71	ok
0.103	108	565.12	ok
0.118	152	566.82	ok
0.1	93	584.93	ok
0.101	98	584.54	ok
0.103	110	582.78	ok
0.118	153	568.35	ok
0.103	109	584.12	ok
0.107	135	580.62	ok
0.104	114	584.65	ok
0.106	127	584.6	ok
0.106	126	601.96	ok
0.101	94	615.19	ok
0.114	146	602.13	ok
0.072	69	644.99	ok
0.104	111	627.45	ok
0.104	112	627.61	ok
0.104	115	629.98	ok
0.1	92	634.3	ok
0.072	68	666.46	ok
0.104	113	634.64	ok
0.101	95	640.97	ok
0.106	129	635.87	ok
0.072	70	678.28	ok
0.098	87	656.25	ok
0.337	0	418.42	ok
0.338	1	417.7	ok
0.1	90	655.88	ok
0.338	2	425.7	ok
0.101	96	663.51	ok
0.339	3	427.22	ok
0.106	128	661.85	ok
0.1	89	668.89	ok
0.34	5	429.0	ok
0.1	91	669.34	ok
0.339	4	431.7	ok
0.341	7	432.67	ok
0.342	8	433.27	ok
0.342	9	437.49	ok
0.341	6	439.88	ok
0.343	10	438.17	ok
0.344	11	437.62	ok
0.345	12	437.29	ok
0.347	13	443.24	ok
0.353	15	455.67	ok
0.351	14	458.98	ok
0.364	19	448.43	ok
0.361	18	455.65	ok
0.355	16	463.53	ok
0.359	17	460.16	ok
0.373	20	452.44	ok
0.377	22	449.02	ok
0.38	24	452.59	ok
