ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-09-13T15:58:14Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	cpu	17797760.9	iter/s	0.1686	
2026-09-13T15:58:14Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	infer	62.73	fps	1.594	0.10.21
