block	arm	status	window_d	kind	rep	ms
2	B	DIET	7	list	5	0.725
2	B	DIET	7	count	5	5.49
2	B	DIET	30	list	1	0.687
2	B	DIET	30	count	1	22.9
2	B	DIET	30	list	2	0.686
2	B	DIET	30	count	2	22.7
2	B	DIET	30	list	3	0.704
2	B	DIET	30	count	3	22.8
2	B	DIET	30	list	4	0.665
2	B	DIET	30	count	4	22.4
2	B	DIET	30	list	5	0.721
2	B	DIET	30	count	5	23.1
2	B	DIET	0	list	1	0.386
2	B	DIET	0	count	1	38.7
2	B	DIET	0	list	2	0.428
2	B	DIET	0	count	2	39.1
2	B	DIET	0	list	3	0.428
2	B	DIET	0	count	3	39
2	B	DIET	0	list	4	0.425
2	B	DIET	0	count	4	38.6
2	B	DIET	0	list	5	0.417
2	B	DIET	0	count	5	38.4
2	B	ADVANCED	1	list	1	0.245
2	B	ADVANCED	1	count	1	0.922
2	B	ADVANCED	1	list	2	0.253
2	B	ADVANCED	1	count	2	0.983
2	B	ADVANCED	1	list	3	0.252
2	B	ADVANCED	1	count	3	1
2	B	ADVANCED	1	list	4	0.254
2	B	ADVANCED	1	count	4	0.948
2	B	ADVANCED	1	list	5	0.244
2	B	ADVANCED	1	count	5	0.922
2	B	ADVANCED	7	list	1	0.394
2	B	ADVANCED	7	count	1	5.52
2	B	ADVANCED	7	list	2	0.375
2	B	ADVANCED	7	count	2	5.61
2	B	ADVANCED	7	list	3	0.386
2	B	ADVANCED	7	count	3	5.67
2	B	ADVANCED	7	list	4	0.382
2	B	ADVANCED	7	count	4	5.61
2	B	ADVANCED	7	list	5	0.379
2	B	ADVANCED	7	count	5	5.52
2	B	ADVANCED	30	list	1	0.36
2	B	ADVANCED	30	count	1	23.1
2	B	ADVANCED	30	list	2	0.365
2	B	ADVANCED	30	count	2	23.3
2	B	ADVANCED	30	list	3	0.369
2	B	ADVANCED	30	count	3	23.2
2	B	ADVANCED	30	list	4	0.397
2	B	ADVANCED	30	count	4	23.1
2	B	ADVANCED	30	list	5	0.357
2	B	ADVANCED	30	count	5	22.9
2	B	ADVANCED	0	list	1	0.188
2	B	ADVANCED	0	count	1	41
2	B	ADVANCED	0	list	2	0.199
2	B	ADVANCED	0	count	2	41.8
2	B	ADVANCED	0	list	3	0.2
2	B	ADVANCED	0	count	3	41.7
2	B	ADVANCED	0	list	4	0.197
2	B	ADVANCED	0	count	4	41.7
2	B	ADVANCED	0	list	5	0.2
2	B	ADVANCED	0	count	5	41.4
2	B	BEGINNER	1	list	1	0.151
2	B	BEGINNER	1	count	1	0.947
2	B	BEGINNER	1	list	2	0.149
2	B	BEGINNER	1	count	2	0.944
2	B	BEGINNER	1	list	3	0.137
2	B	BEGINNER	1	count	3	0.951
2	B	BEGINNER	1	list	4	0.149
2	B	BEGINNER	1	count	4	0.945
2	B	BEGINNER	1	list	5	0.144
2	B	BEGINNER	1	count	5	0.984
2	B	BEGINNER	7	list	1	0.381
2	B	BEGINNER	7	count	1	5.83
2	B	BEGINNER	7	list	2	0.391
2	B	BEGINNER	7	count	2	5.68
2	B	BEGINNER	7	list	3	0.374
2	B	BEGINNER	7	count	3	5.76
2	B	BEGINNER	7	list	4	0.381
2	B	BEGINNER	7	count	4	5.74
2	B	BEGINNER	7	list	5	0.362
2	B	BEGINNER	7	count	5	5.65
2	B	BEGINNER	30	list	1	0.366
2	B	BEGINNER	30	count	1	23.8
2	B	BEGINNER	30	list	2	0.352
2	B	BEGINNER	30	count	2	23.7
2	B	BEGINNER	30	list	3	0.382
2	B	BEGINNER	30	count	3	24.1
2	B	BEGINNER	30	list	4	0.399
2	B	BEGINNER	30	count	4	24.2
2	B	BEGINNER	30	list	5	0.361
2	B	BEGINNER	30	count	5	23.6
2	B	BEGINNER	0	list	1	0.0941
2	B	BEGINNER	0	count	1	50.7
2	B	BEGINNER	0	list	2	0.1
2	B	BEGINNER	0	count	2	50.1
2	B	BEGINNER	0	list	3	0.1
2	B	BEGINNER	0	count	3	50.1
2	B	BEGINNER	0	list	4	0.101
2	B	BEGINNER	0	count	4	50.5
2	B	BEGINNER	0	list	5	0.1
2	B	BEGINNER	0	count	5	50.6
2	A0	REHAB	1	list	1	54
2	A0	REHAB	1	count	1	43.6
2	A0	REHAB	1	list	2	54
2	A0	REHAB	1	count	2	43
2	A0	REHAB	1	list	3	53.9
2	A0	REHAB	1	count	3	44.2
2	A0	REHAB	1	list	4	54
2	A0	REHAB	1	count	4	43.1
2	A0	REHAB	1	list	5	54.6
2	A0	REHAB	1	count	5	42.6
2	A0	REHAB	7	list	1	54.6
2	A0	REHAB	7	count	1	42.9
2	A0	REHAB	7	list	2	55.1
2	A0	REHAB	7	count	2	42.7
2	A0	REHAB	7	list	3	54.3
2	A0	REHAB	7	count	3	42.7
2	A0	REHAB	7	list	4	54.7
2	A0	REHAB	7	count	4	42.5
2	A0	REHAB	7	list	5	54.3
2	A0	REHAB	7	count	5	42.4
2	A0	REHAB	30	list	1	55.2
2	A0	REHAB	30	count	1	42.5
2	A0	REHAB	30	list	2	54.2
2	A0	REHAB	30	count	2	43.6
2	A0	REHAB	30	list	3	53.7
2	A0	REHAB	30	count	3	42.8
2	A0	REHAB	30	list	4	54.1
2	A0	REHAB	30	count	4	43.3
2	A0	REHAB	30	list	5	55.3
2	A0	REHAB	30	count	5	42.8
2	A0	REHAB	0	list	1	52.1
2	A0	REHAB	0	count	1	36.2
2	A0	REHAB	0	list	2	53.2
2	A0	REHAB	0	count	2	36.8
2	A0	REHAB	0	list	3	53.2
2	A0	REHAB	0	count	3	36.2
2	A0	REHAB	0	list	4	53.6
2	A0	REHAB	0	count	4	36.3
2	A0	REHAB	0	list	5	52.8
2	A0	REHAB	0	count	5	37.1
2	A0	DIET	1	list	1	57.4
2	A0	DIET	1	count	1	46.4
2	A0	DIET	1	list	2	57.7
2	A0	DIET	1	count	2	46.6
2	A0	DIET	1	list	3	58.6
2	A0	DIET	1	count	3	46
2	A0	DIET	1	list	4	57.5
2	A0	DIET	1	count	4	46.6
2	A0	DIET	1	list	5	58.6
2	A0	DIET	1	count	5	46.7
2	A0	DIET	7	list	1	58
2	A0	DIET	7	count	1	46.1
2	A0	DIET	7	list	2	59
2	A0	DIET	7	count	2	46.3
2	A0	DIET	7	list	3	57.9
2	A0	DIET	7	count	3	47.2
2	A0	DIET	7	list	4	57.5
2	A0	DIET	7	count	4	46.3
2	A0	DIET	7	list	5	57.9
2	A0	DIET	7	count	5	46.7
2	A0	DIET	30	list	1	59
2	A0	DIET	30	count	1	46.6
2	A0	DIET	30	list	2	58.2
2	A0	DIET	30	count	2	46.5
2	A0	DIET	30	list	3	59.1
2	A0	DIET	30	count	3	46.2
2	A0	DIET	30	list	4	58.7
2	A0	DIET	30	count	4	46
2	A0	DIET	30	list	5	58.8
2	A0	DIET	30	count	5	46.5
2	A0	DIET	0	list	1	55.8
2	A0	DIET	0	count	1	38.1
2	A0	DIET	0	list	2	55.9
2	A0	DIET	0	count	2	37.4
2	A0	DIET	0	list	3	56.1
2	A0	DIET	0	count	3	38.2
2	A0	DIET	0	list	4	56.6
2	A0	DIET	0	count	4	37
2	A0	DIET	0	list	5	55.4
2	A0	DIET	0	count	5	37
2	A0	ADVANCED	1	list	1	66.4
2	A0	ADVANCED	1	count	1	54.3
2	A0	ADVANCED	1	list	2	65.8
2	A0	ADVANCED	1	count	2	56
2	A0	ADVANCED	1	list	3	65.9
2	A0	ADVANCED	1	count	3	54.7
2	A0	ADVANCED	1	list	4	66.1
2	A0	ADVANCED	1	count	4	54.6
2	A0	ADVANCED	1	list	5	66.3
2	A0	ADVANCED	1	count	5	54.8
2	A0	ADVANCED	7	list	1	66.3
2	A0	ADVANCED	7	count	1	55.1
2	A0	ADVANCED	7	list	2	66.4
2	A0	ADVANCED	7	count	2	55.1
2	A0	ADVANCED	7	list	3	66
2	A0	ADVANCED	7	count	3	55.6
2	A0	ADVANCED	7	list	4	65.7
2	A0	ADVANCED	7	count	4	54.9
2	A0	ADVANCED	7	list	5	65.8
2	A0	ADVANCED	7	count	5	56.2
2	A0	ADVANCED	30	list	1	66.7
2	A0	ADVANCED	30	count	1	54.9
2	A0	ADVANCED	30	list	2	67.2
2	A0	ADVANCED	30	count	2	54.6
2	A0	ADVANCED	30	list	3	67.2
2	A0	ADVANCED	30	count	3	55
2	A0	ADVANCED	30	list	4	66.7
2	A0	ADVANCED	30	count	4	55.3
2	A0	ADVANCED	30	list	5	66.7
2	A0	ADVANCED	30	count	5	55.5
2	A0	ADVANCED	0	list	1	63.7
2	A0	ADVANCED	0	count	1	41.8
2	A0	ADVANCED	0	list	2	63.3
2	A0	ADVANCED	0	count	2	41.5
2	A0	ADVANCED	0	list	3	62.8
2	A0	ADVANCED	0	count	3	42.1
2	A0	ADVANCED	0	list	4	62.6
2	A0	ADVANCED	0	count	4	41.1
2	A0	ADVANCED	0	list	5	64
2	A0	ADVANCED	0	count	5	40.8
2	A0	BEGINNER	1	list	1	96.5
2	A0	BEGINNER	1	count	1	85.2
2	A0	BEGINNER	1	list	2	95.7
2	A0	BEGINNER	1	count	2	85.6
2	A0	BEGINNER	1	list	3	96.1
2	A0	BEGINNER	1	count	3	85.3
2	A0	BEGINNER	1	list	4	96.4
2	A0	BEGINNER	1	count	4	85.9
2	A0	BEGINNER	1	list	5	95.5
2	A0	BEGINNER	1	count	5	86
2	A0	BEGINNER	7	list	1	96.7
2	A0	BEGINNER	7	count	1	86.3
2	A0	BEGINNER	7	list	2	96.8
2	A0	BEGINNER	7	count	2	85.3
2	A0	BEGINNER	7	list	3	97.2
2	A0	BEGINNER	7	count	3	85.7
2	A0	BEGINNER	7	list	4	97
2	A0	BEGINNER	7	count	4	85.9
2	A0	BEGINNER	7	list	5	96.8
2	A0	BEGINNER	7	count	5	84.7
2	A0	BEGINNER	30	list	1	100
2	A0	BEGINNER	30	count	1	85.7
2	A0	BEGINNER	30	list	2	101
2	A0	BEGINNER	30	count	2	85.3
2	A0	BEGINNER	30	list	3	100
2	A0	BEGINNER	30	count	3	85.1
2	A0	BEGINNER	30	list	4	101
2	A0	BEGINNER	30	count	4	85.5
2	A0	BEGINNER	30	list	5	101
2	A0	BEGINNER	30	count	5	86.2
2	A0	BEGINNER	0	list	1	88.2
2	A0	BEGINNER	0	count	1	50
2	A0	BEGINNER	0	list	2	89
2	A0	BEGINNER	0	count	2	50.6
2	A0	BEGINNER	0	list	3	88.5
2	A0	BEGINNER	0	count	3	50.3
2	A0	BEGINNER	0	list	4	84.2
2	A0	BEGINNER	0	count	4	50.2
2	A0	BEGINNER	0	list	5	84.5
2	A0	BEGINNER	0	count	5	50
3	B	REHAB	1	list	1	1.05
3	B	REHAB	1	count	1	0.924
3	B	REHAB	1	list	2	1.05
3	B	REHAB	1	count	2	0.928
3	B	REHAB	1	list	3	1.04
3	B	REHAB	1	count	3	0.923
3	B	REHAB	1	list	4	1.06
3	B	REHAB	1	count	4	0.91
3	B	REHAB	1	list	5	1.05
3	B	REHAB	1	count	5	0.919
3	B	REHAB	7	list	1	2.04
3	B	REHAB	7	count	1	5.54
3	B	REHAB	7	list	2	1.96
3	B	REHAB	7	count	2	5.51
3	B	REHAB	7	list	3	2.02
3	B	REHAB	7	count	3	5.53
3	B	REHAB	7	list	4	2.02
3	B	REHAB	7	count	4	5.39
3	B	REHAB	7	list	5	1.95
3	B	REHAB	7	count	5	5.59
3	B	REHAB	30	list	1	2.04
3	B	REHAB	30	count	1	22.3
3	B	REHAB	30	list	2	1.93
3	B	REHAB	30	count	2	22.2
3	B	REHAB	30	list	3	1.92
3	B	REHAB	30	count	3	22.5
3	B	REHAB	30	list	4	2.02
3	B	REHAB	30	count	4	22.4
3	B	REHAB	30	list	5	1.95
3	B	REHAB	30	count	5	22.4
3	B	REHAB	0	list	1	1.41
3	B	REHAB	0	count	1	36.9
3	B	REHAB	0	list	2	1.49
3	B	REHAB	0	count	2	37.2
3	B	REHAB	0	list	3	1.51
3	B	REHAB	0	count	3	38.4
3	B	REHAB	0	list	4	1.49
3	B	REHAB	0	count	4	37.1
3	B	REHAB	0	list	5	1.48
3	B	REHAB	0	count	5	37
3	B	DIET	1	list	1	0.552
3	B	DIET	1	count	1	0.951
3	B	DIET	1	list	2	0.581
3	B	DIET	1	count	2	0.915
3	B	DIET	1	list	3	0.552
3	B	DIET	1	count	3	0.916
3	B	DIET	1	list	4	0.558
3	B	DIET	1	count	4	0.923
3	B	DIET	1	list	5	0.572
3	B	DIET	1	count	5	0.912
3	B	DIET	7	list	1	0.752
3	B	DIET	7	count	1	5.57
3	B	DIET	7	list	2	0.729
3	B	DIET	7	count	2	5.56
3	B	DIET	7	list	3	0.715
3	B	DIET	7	count	3	5.57
3	B	DIET	7	list	4	0.704
3	B	DIET	7	count	4	5.7
3	B	DIET	7	list	5	0.743
3	B	DIET	7	count	5	5.5
3	B	DIET	30	list	1	0.726
3	B	DIET	30	count	1	23
3	B	DIET	30	list	2	0.733
3	B	DIET	30	count	2	23
3	B	DIET	30	list	3	0.733
3	B	DIET	30	count	3	23
3	B	DIET	30	list	4	0.729
3	B	DIET	30	count	4	22.7
3	B	DIET	30	list	5	0.716
3	B	DIET	30	count	5	22.8
3	B	DIET	0	list	1	0.414
3	B	DIET	0	count	1	37.8
3	B	DIET	0	list	2	0.43
3	B	DIET	0	count	2	37.8
3	B	DIET	0	list	3	0.43
3	B	DIET	0	count	3	37.2
3	B	DIET	0	list	4	0.428
3	B	DIET	0	count	4	37.8
3	B	DIET	0	list	5	0.43
3	B	DIET	0	count	5	38.1
3	B	ADVANCED	1	list	1	0.256
3	B	ADVANCED	1	count	1	0.966
3	B	ADVANCED	1	list	2	0.256
3	B	ADVANCED	1	count	2	0.926
3	B	ADVANCED	1	list	3	0.258
3	B	ADVANCED	1	count	3	0.938
3	B	ADVANCED	1	list	4	0.252
3	B	ADVANCED	1	count	4	0.94
3	B	ADVANCED	1	list	5	0.253
3	B	ADVANCED	1	count	5	0.925
3	B	ADVANCED	7	list	1	0.407
3	B	ADVANCED	7	count	1	5.64
3	B	ADVANCED	7	list	2	0.392
3	B	ADVANCED	7	count	2	5.64
3	B	ADVANCED	7	list	3	0.402
3	B	ADVANCED	7	count	3	5.63
3	B	ADVANCED	7	list	4	0.399
3	B	ADVANCED	7	count	4	5.52
3	B	ADVANCED	7	list	5	0.365
3	B	ADVANCED	7	count	5	5.68
3	B	ADVANCED	30	list	1	0.386
3	B	ADVANCED	30	count	1	23.3
3	B	ADVANCED	30	list	2	0.374
3	B	ADVANCED	30	count	2	22.9
3	B	ADVANCED	30	list	3	0.388
3	B	ADVANCED	30	count	3	23.4
3	B	ADVANCED	30	list	4	0.383
3	B	ADVANCED	30	count	4	23.1
3	B	ADVANCED	30	list	5	0.387
3	B	ADVANCED	30	count	5	23.2
3	B	ADVANCED	0	list	1	0.193
3	B	ADVANCED	0	count	1	41.3
3	B	ADVANCED	0	list	2	0.199
3	B	ADVANCED	0	count	2	41.9
3	B	ADVANCED	0	list	3	0.197
3	B	ADVANCED	0	count	3	41
3	B	ADVANCED	0	list	4	0.211
3	B	ADVANCED	0	count	4	41.4
3	B	ADVANCED	0	list	5	0.203
3	B	ADVANCED	0	count	5	40.9
3	B	BEGINNER	1	list	1	0.144
3	B	BEGINNER	1	count	1	0.948
3	B	BEGINNER	1	list	2	0.148
3	B	BEGINNER	1	count	2	0.962
3	B	BEGINNER	1	list	3	0.142
3	B	BEGINNER	1	count	3	0.959
3	B	BEGINNER	1	list	4	0.15
3	B	BEGINNER	1	count	4	1
3	B	BEGINNER	1	list	5	0.144
3	B	BEGINNER	1	count	5	0.962
3	B	BEGINNER	7	list	1	0.376
3	B	BEGINNER	7	count	1	5.74
3	B	BEGINNER	7	list	2	0.376
3	B	BEGINNER	7	count	2	5.76
3	B	BEGINNER	7	list	3	0.373
3	B	BEGINNER	7	count	3	5.76
3	B	BEGINNER	7	list	4	0.362
3	B	BEGINNER	7	count	4	5.66
3	B	BEGINNER	7	list	5	0.364
3	B	BEGINNER	7	count	5	5.69
3	B	BEGINNER	30	list	1	0.372
3	B	BEGINNER	30	count	1	23.9
3	B	BEGINNER	30	list	2	0.384
3	B	BEGINNER	30	count	2	23.9
3	B	BEGINNER	30	list	3	0.398
3	B	BEGINNER	30	count	3	23.9
3	B	BEGINNER	30	list	4	0.373
3	B	BEGINNER	30	count	4	23.6
3	B	BEGINNER	30	list	5	0.371
3	B	BEGINNER	30	count	5	24.1
3	B	BEGINNER	0	list	1	0.0902
3	B	BEGINNER	0	count	1	50.8
3	B	BEGINNER	0	list	2	0.102
3	B	BEGINNER	0	count	2	50.8
3	B	BEGINNER	0	list	3	0.105
3	B	BEGINNER	0	count	3	50.8
3	B	BEGINNER	0	list	4	0.106
3	B	BEGINNER	0	count	4	51
3	B	BEGINNER	0	list	5	0.104
3	B	BEGINNER	0	count	5	51.3
3	C	REHAB	1	list	1	0.0599
3	C	REHAB	1	count	1	0.0355
3	C	REHAB	1	list	2	0.0622
3	C	REHAB	1	count	2	0.036
3	C	REHAB	1	list	3	0.0622
3	C	REHAB	1	count	3	0.0357
3	C	REHAB	1	list	4	0.0612
3	C	REHAB	1	count	4	0.0344
3	C	REHAB	1	list	5	0.0625
3	C	REHAB	1	count	5	0.0346
3	C	REHAB	7	list	1	0.0787
3	C	REHAB	7	count	1	0.0682
3	C	REHAB	7	list	2	0.0785
3	C	REHAB	7	count	2	0.0677
3	C	REHAB	7	list	3	0.0774
3	C	REHAB	7	count	3	0.0681
3	C	REHAB	7	list	4	0.0819
3	C	REHAB	7	count	4	0.0686
3	C	REHAB	7	list	5	0.079
3	C	REHAB	7	count	5	0.0669
3	C	REHAB	30	list	1	0.109
3	C	REHAB	30	count	1	0.219
3	C	REHAB	30	list	2	0.11
3	C	REHAB	30	count	2	0.24
3	C	REHAB	30	list	3	0.11
3	C	REHAB	30	count	3	0.234
3	C	REHAB	30	list	4	0.107
3	C	REHAB	30	count	4	0.214
3	C	REHAB	30	list	5	0.106
3	C	REHAB	30	count	5	0.224
3	C	REHAB	0	list	1	0.316
3	C	REHAB	0	count	1	1.05
3	C	REHAB	0	list	2	0.328
3	C	REHAB	0	count	2	1.08
3	C	REHAB	0	list	3	0.318
3	C	REHAB	0	count	3	1.05
3	C	REHAB	0	list	4	0.328
3	C	REHAB	0	count	4	1.07
3	C	REHAB	0	list	5	0.34
3	C	REHAB	0	count	5	1.05
3	C	DIET	1	list	1	0.0864
3	C	DIET	1	count	1	0.0556
3	C	DIET	1	list	2	0.0852
3	C	DIET	1	count	2	0.0565
3	C	DIET	1	list	3	0.0851
3	C	DIET	1	count	3	0.0579
3	C	DIET	1	list	4	0.0883
3	C	DIET	1	count	4	0.0553
3	C	DIET	1	list	5	0.089
3	C	DIET	1	count	5	0.0524
3	C	DIET	7	list	1	0.0933
3	C	DIET	7	count	1	0.181
3	C	DIET	7	list	2	0.0952
3	C	DIET	7	count	2	0.182
3	C	DIET	7	list	3	0.0969
3	C	DIET	7	count	3	0.184
3	C	DIET	7	list	4	0.101
3	C	DIET	7	count	4	0.183
3	C	DIET	7	list	5	0.0937
3	C	DIET	7	count	5	0.182
3	C	DIET	30	list	1	0.312
3	C	DIET	30	count	1	0.761
3	C	DIET	30	list	2	0.325
3	C	DIET	30	count	2	0.773
3	C	DIET	30	list	3	0.321
3	C	DIET	30	count	3	0.767
3	C	DIET	30	list	4	0.312
3	C	DIET	30	count	4	0.772
3	C	DIET	30	list	5	0.324
3	C	DIET	30	count	5	0.762
3	C	DIET	0	list	1	0.338
3	C	DIET	0	count	1	3.98
3	C	DIET	0	list	2	0.343
3	C	DIET	0	count	2	4
3	C	DIET	0	list	3	0.343
3	C	DIET	0	count	3	3.98
3	C	DIET	0	list	4	0.341
3	C	DIET	0	count	4	4.01
3	C	DIET	0	list	5	0.338
3	C	DIET	0	count	5	4.02
3	C	ADVANCED	1	list	1	0.0817
3	C	ADVANCED	1	count	1	0.107
3	C	ADVANCED	1	list	2	0.0833
3	C	ADVANCED	1	count	2	0.0895
3	C	ADVANCED	1	list	3	0.0847
3	C	ADVANCED	1	count	3	0.0902
3	C	ADVANCED	1	list	4	0.0833
3	C	ADVANCED	1	count	4	0.0885
3	C	ADVANCED	1	list	5	0.0814
3	C	ADVANCED	1	count	5	0.0873
3	C	ADVANCED	7	list	1	0.204
3	C	ADVANCED	7	count	1	0.48
3	C	ADVANCED	7	list	2	0.203
3	C	ADVANCED	7	count	2	0.479
3	C	ADVANCED	7	list	3	0.205
3	C	ADVANCED	7	count	3	0.481
3	C	ADVANCED	7	list	4	0.202
3	C	ADVANCED	7	count	4	0.484
3	C	ADVANCED	7	list	5	0.214
3	C	ADVANCED	7	count	5	0.485
3	C	ADVANCED	30	list	1	0.428
3	C	ADVANCED	30	count	1	2.13
3	C	ADVANCED	30	list	2	0.431
3	C	ADVANCED	30	count	2	2.01
3	C	ADVANCED	30	list	3	0.43
3	C	ADVANCED	30	count	3	1.97
3	C	ADVANCED	30	list	4	0.43
3	C	ADVANCED	30	count	4	1.97
3	C	ADVANCED	30	list	5	0.424
3	C	ADVANCED	30	count	5	1.96
3	C	ADVANCED	0	list	1	0.357
3	C	ADVANCED	0	count	1	11.2
3	C	ADVANCED	0	list	2	0.34
3	C	ADVANCED	0	count	2	11.3
3	C	ADVANCED	0	list	3	0.332
3	C	ADVANCED	0	count	3	11.1
3	C	ADVANCED	0	list	4	0.337
3	C	ADVANCED	0	count	4	11.3
3	C	ADVANCED	0	list	5	0.331
3	C	ADVANCED	0	count	5	11
3	C	BEGINNER	1	list	1	0.12
3	C	BEGINNER	1	count	1	0.251
3	C	BEGINNER	1	list	2	0.118
3	C	BEGINNER	1	count	2	0.251
3	C	BEGINNER	1	list	3	0.13
3	C	BEGINNER	1	count	3	0.25
3	C	BEGINNER	1	list	4	0.119
3	C	BEGINNER	1	count	4	0.252
3	C	BEGINNER	1	list	5	0.117
3	C	BEGINNER	1	count	5	0.252
3	C	BEGINNER	7	list	1	0.423
3	C	BEGINNER	7	count	1	1.54
3	C	BEGINNER	7	list	2	0.42
3	C	BEGINNER	7	count	2	1.57
3	C	BEGINNER	7	list	3	0.415
3	C	BEGINNER	7	count	3	1.58
3	C	BEGINNER	7	list	4	0.418
3	C	BEGINNER	7	count	4	1.55
3	C	BEGINNER	7	list	5	0.413
3	C	BEGINNER	7	count	5	1.56
3	C	BEGINNER	30	list	1	0.499
3	C	BEGINNER	30	count	1	6.78
3	C	BEGINNER	30	list	2	0.426
3	C	BEGINNER	30	count	2	6.58
3	C	BEGINNER	30	list	3	0.424
3	C	BEGINNER	30	count	3	6.53
3	C	BEGINNER	30	list	4	0.422
3	C	BEGINNER	30	count	4	6.56
3	C	BEGINNER	30	list	5	0.424
3	C	BEGINNER	30	count	5	6.71
3	C	BEGINNER	0	list	1	0.323
3	C	BEGINNER	0	count	1	38.6
3	C	BEGINNER	0	list	2	0.333
3	C	BEGINNER	0	count	2	38.4
3	C	BEGINNER	0	list	3	0.328
3	C	BEGINNER	0	count	3	38.4
3	C	BEGINNER	0	list	4	0.336
3	C	BEGINNER	0	count	4	38.6
3	C	BEGINNER	0	list	5	0.327
3	C	BEGINNER	0	count	5	39.1
3	A0	REHAB	1	list	1	54.6
3	A0	REHAB	1	count	1	42.6
3	A0	REHAB	1	list	2	54.7
3	A0	REHAB	1	count	2	43.1
3	A0	REHAB	1	list	3	55.1
3	A0	REHAB	1	count	3	42.6
3	A0	REHAB	1	list	4	54.1
3	A0	REHAB	1	count	4	43.6
3	A0	REHAB	1	list	5	54.5
3	A0	REHAB	1	count	5	42.2
3	A0	REHAB	7	list	1	54.1
3	A0	REHAB	7	count	1	42.9
3	A0	REHAB	7	list	2	54.1
3	A0	REHAB	7	count	2	43.1
3	A0	REHAB	7	list	3	54.5
3	A0	REHAB	7	count	3	42.6
3	A0	REHAB	7	list	4	54.5
3	A0	REHAB	7	count	4	43
3	A0	REHAB	7	list	5	54.6
3	A0	REHAB	7	count	5	43
3	A0	REHAB	30	list	1	55.3
3	A0	REHAB	30	count	1	43.7
3	A0	REHAB	30	list	2	55
3	A0	REHAB	30	count	2	43.1
3	A0	REHAB	30	list	3	54.3
3	A0	REHAB	30	count	3	43.5
3	A0	REHAB	30	list	4	54.7
3	A0	REHAB	30	count	4	43.1
3	A0	REHAB	30	list	5	54.8
3	A0	REHAB	30	count	5	43
3	A0	REHAB	0	list	1	52.3
3	A0	REHAB	0	count	1	37.1
3	A0	REHAB	0	list	2	53.6
3	A0	REHAB	0	count	2	36.6
3	A0	REHAB	0	list	3	52.7
3	A0	REHAB	0	count	3	36.2
3	A0	REHAB	0	list	4	53.6
3	A0	REHAB	0	count	4	36.8
3	A0	REHAB	0	list	5	53.2
3	A0	REHAB	0	count	5	36.6
3	A0	DIET	1	list	1	57.6
3	A0	DIET	1	count	1	47
3	A0	DIET	1	list	2	58.2
3	A0	DIET	1	count	2	46.8
3	A0	DIET	1	list	3	58.1
3	A0	DIET	1	count	3	46.5
3	A0	DIET	1	list	4	57.7
3	A0	DIET	1	count	4	46.9
3	A0	DIET	1	list	5	57.9
3	A0	DIET	1	count	5	47.1
3	A0	DIET	7	list	1	58.2
3	A0	DIET	7	count	1	46.9
3	A0	DIET	7	list	2	59.1
3	A0	DIET	7	count	2	47.1
3	A0	DIET	7	list	3	58.6
3	A0	DIET	7	count	3	46.7
3	A0	DIET	7	list	4	58
3	A0	DIET	7	count	4	47.2
3	A0	DIET	7	list	5	58
3	A0	DIET	7	count	5	46.7
3	A0	DIET	30	list	1	58.6
3	A0	DIET	30	count	1	47.1
3	A0	DIET	30	list	2	58
3	A0	DIET	30	count	2	46.9
3	A0	DIET	30	list	3	58.2
3	A0	DIET	30	count	3	47.1
3	A0	DIET	30	list	4	58.7
3	A0	DIET	30	count	4	46.5
3	A0	DIET	30	list	5	59.6
3	A0	DIET	30	count	5	47.2
3	A0	DIET	0	list	1	56.2
3	A0	DIET	0	count	1	37.1
3	A0	DIET	0	list	2	55.8
3	A0	DIET	0	count	2	37.7
3	A0	DIET	0	list	3	55.7
3	A0	DIET	0	count	3	37.2
3	A0	DIET	0	list	4	55.9
3	A0	DIET	0	count	4	37.3
3	A0	DIET	0	list	5	55.6
3	A0	DIET	0	count	5	38.2
3	A0	ADVANCED	1	list	1	66
3	A0	ADVANCED	1	count	1	54.9
3	A0	ADVANCED	1	list	2	66.3
3	A0	ADVANCED	1	count	2	54.6
3	A0	ADVANCED	1	list	3	67.2
3	A0	ADVANCED	1	count	3	55.6
3	A0	ADVANCED	1	list	4	66.5
3	A0	ADVANCED	1	count	4	54.8
3	A0	ADVANCED	1	list	5	75.9
3	A0	ADVANCED	1	count	5	54.9
3	A0	ADVANCED	7	list	1	66.6
3	A0	ADVANCED	7	count	1	55.2
3	A0	ADVANCED	7	list	2	66.4
3	A0	ADVANCED	7	count	2	54.6
3	A0	ADVANCED	7	list	3	67.2
3	A0	ADVANCED	7	count	3	55.6
3	A0	ADVANCED	7	list	4	66.6
3	A0	ADVANCED	7	count	4	55.2
3	A0	ADVANCED	7	list	5	67.1
3	A0	ADVANCED	7	count	5	54.7
3	A0	ADVANCED	30	list	1	67.1
3	A0	ADVANCED	30	count	1	55.7
3	A0	ADVANCED	30	list	2	67.5
3	A0	ADVANCED	30	count	2	54.6
3	A0	ADVANCED	30	list	3	67.5
3	A0	ADVANCED	30	count	3	55.1
3	A0	ADVANCED	30	list	4	66.9
3	A0	ADVANCED	30	count	4	55.5
3	A0	ADVANCED	30	list	5	67.3
3	A0	ADVANCED	30	count	5	54.6
3	A0	ADVANCED	0	list	1	64.2
3	A0	ADVANCED	0	count	1	40.9
3	A0	ADVANCED	0	list	2	63
3	A0	ADVANCED	0	count	2	40.5
