t_rel	session_idx	ms	outcome
0.007	6	128.0	ok
0.008	7	132.8	ok
0.009	9	142.37	ok
0.018	13	134.34	ok
0.003	2	149.79	ok
0.038	20	114.38	ok
0.029	17	125.16	ok
0.002	1	151.97	ok
0.024	16	130.24	ok
0.037	19	117.73	ok
0.004	4	150.86	ok
0.003	3	151.55	ok
0.005	5	152.15	ok
0.02	14	145.84	ok
0.041	21	127.9	ok
0.011	11	157.88	ok
0.01	10	162.64	ok
0.009	8	166.26	ok
0.014	12	163.62	ok
0.032	18	165.99	ok
0.002	0	204.23	ok
0.045	26	174.29	ok
0.043	23	175.9	ok
0.022	15	197.48	ok
0.043	22	177.07	ok
0.044	24	179.86	ok
0.045	27	178.71	ok
0.044	25	179.42	ok
0.045	29	185.08	ok
0.046	30	185.21	ok
0.046	31	189.85	ok
0.046	32	190.64	ok
0.045	28	191.81	ok
0.047	34	190.49	ok
0.047	36	203.86	ok
0.049	39	204.02	ok
0.049	41	203.63	ok
0.047	35	206.06	ok
0.048	38	205.3	ok
0.046	33	207.5	ok
0.049	40	206.02	ok
0.048	37	209.42	ok
0.05	44	211.35	ok
0.049	42	217.41	ok
0.05	43	217.39	ok
0.051	46	224.99	ok
0.05	45	231.17	ok
0.051	47	236.62	ok
0.051	48	240.4	ok
0.052	49	242.26	ok
0.052	50	242.36	ok
0.052	51	242.32	ok
0.052	52	246.44	ok
0.053	53	246.35	ok
0.053	55	264.46	ok
0.053	54	264.93	ok
0.054	56	285.66	ok
0.057	59	288.75	ok
0.057	60	288.77	ok
0.083	153	264.38	ok
0.078	140	269.57	ok
0.055	58	292.95	ok
0.054	57	293.54	ok
0.086	154	262.37	ok
0.058	63	290.6	ok
0.077	128	278.44	ok
0.08	146	275.31	ok
0.061	74	294.78	ok
0.072	114	284.81	ok
0.067	90	289.74	ok
0.073	116	283.54	ok
0.076	126	286.47	ok
0.067	89	298.08	ok
0.077	129	288.19	ok
0.081	147	285.53	ok
0.075	120	291.21	ok
0.077	131	291.31	ok
0.066	87	319.19	ok
0.065	84	320.74	ok
0.069	103	323.94	ok
0.065	85	332.04	ok
0.075	121	322.14	ok
0.078	138	329.08	ok
0.077	135	343.04	ok
0.075	119	345.8	ok
0.058	66	363.02	ok
0.082	151	348.62	ok
0.063	81	378.33	ok
0.066	88	375.51	ok
0.077	133	365.17	ok
0.059	69	390.89	ok
0.059	68	395.49	ok
0.066	86	389.14	ok
0.069	107	386.18	ok
0.071	113	385.33	ok
0.088	159	376.69	ok
0.078	136	387.17	ok
0.068	101	396.73	ok
0.087	157	378.28	ok
0.058	64	409.43	ok
0.062	75	417.35	ok
0.068	100	411.27	ok
0.075	118	405.52	ok
0.076	127	404.3	ok
0.073	115	419.57	ok
0.076	125	417.85	ok
0.077	132	418.95	ok
0.07	108	426.79	ok
0.07	110	426.83	ok
0.081	149	416.33	ok
0.063	80	434.99	ok
0.076	124	425.21	ok
0.059	67	464.59	ok
0.068	102	455.34	ok
0.07	109	454.41	ok
0.057	61	469.25	ok
0.078	139	458.19	ok
0.057	62	478.98	ok
0.078	141	458.34	ok
0.071	111	466.47	ok
0.061	72	476.76	ok
0.081	150	456.68	ok
0.081	148	462.22	ok
0.074	117	483.13	ok
0.076	123	483.07	ok
0.069	106	489.99	ok
0.069	105	491.21	ok
0.068	99	504.23	ok
0.058	65	514.7	ok
0.067	91	510.45	ok
0.062	78	515.32	ok
0.065	83	513.47	ok
0.077	130	502.53	ok
0.079	142	505.56	ok
0.078	137	507.19	ok
0.069	104	516.46	ok
0.071	112	514.79	ok
0.086	155	500.07	ok
0.076	122	519.58	ok
0.067	94	528.94	ok
0.067	93	529.48	ok
0.087	158	509.92	ok
0.079	143	519.28	ok
0.087	156	512.3	ok
0.077	134	523.42	ok
0.068	96	537.21	ok
0.068	97	555.67	ok
0.067	92	562.8	ok
0.062	77	629.72	ok
0.08	144	612.83	ok
0.068	95	632.21	ok
0.068	98	632.13	ok
0.062	76	638.42	ok
0.061	73	640.25	ok
0.06	70	642.04	ok
0.335	0	370.17	ok
0.343	9	363.29	ok
0.37	19	336.13	ok
0.375	21	332.02	ok
0.337	4	369.53	ok
0.355	15	351.87	ok
0.336	2	371.11	ok
0.347	12	361.16	ok
0.376	22	332.67	ok
0.06	71	648.79	ok
0.064	82	645.03	ok
0.336	1	373.46	ok
0.364	17	345.43	ok
0.354	14	356.14	ok
0.377	24	333.49	ok
0.08	145	631.15	ok
0.342	8	369.14	ok
0.344	10	367.94	ok
0.341	7	370.93	ok
0.377	23	336.04	ok
0.365	18	347.85	ok
0.341	6	372.68	ok
0.337	3	377.2	ok
0.345	11	368.94	ok
0.082	152	632.34	ok
0.358	16	357.32	ok
0.34	5	375.39	ok
0.063	79	653.78	ok
0.351	13	365.62	ok
0.378	25	360.04	ok
0.378	27	362.85	ok
0.379	28	368.34	ok
0.379	31	372.55	ok
0.38	34	377.41	ok
0.379	26	378.9	ok
0.381	20	378.58	ok
0.38	32	380.97	ok
0.38	30	381.54	ok
0.38	35	382.62	ok
0.382	29	382.34	ok
0.382	37	383.16	ok
0.381	36	384.59	ok
0.383	41	384.21	ok
0.382	39	386.77	ok
0.383	33	387.69	ok
0.382	38	389.1	ok
0.384	45	390.61	ok
0.383	44	401.48	ok
0.385	48	404.12	ok
0.386	52	404.5	ok
0.385	47	407.2	ok
0.385	50	408.91	ok
0.387	54	407.78	ok
0.385	49	409.85	ok
0.386	51	415.36	ok
0.387	53	421.55	ok
0.388	42	428.32	ok
0.387	56	430.97	ok
0.388	43	435.04	ok
0.388	40	439.04	ok
0.388	57	439.23	ok
0.389	58	438.98	ok
0.388	46	441.57	ok
0.39	60	443.09	ok
0.39	59	443.92	ok
0.392	55	444.89	ok
0.391	63	446.65	ok
0.4	90	439.56	ok
0.396	74	446.66	ok
0.399	85	444.26	ok
0.4	87	443.85	ok
0.401	84	451.59	ok
0.402	103	458.94	ok
0.405	89	457.52	ok
0.407	116	457.59	ok
0.409	121	460.37	ok
0.409	120	461.27	ok
0.405	114	467.31	ok
0.41	126	462.85	ok
0.411	128	462.61	ok
0.41	131	464.32	ok
0.414	147	470.92	ok
0.41	129	476.95	ok
0.412	140	479.7	ok
0.417	153	480.9	ok
0.412	138	486.2	ok
0.414	146	484.66	ok
0.419	154	482.27	ok
0.421	135	483.32	ok
0.421	119	483.17	ok
0.442	81	462.89	ok
0.422	66	483.46	ok
0.457	113	450.6	ok
0.442	88	465.53	ok
0.45	69	459.15	ok
0.43	151	479.42	ok
0.442	133	469.81	ok
0.455	68	459.38	ok
0.465	101	449.75	ok
0.455	86	460.06	ok
0.465	157	454.4	ok
0.456	107	464.42	ok
0.465	136	455.7	ok
0.464	159	458.71	ok
0.479	75	449.57	ok
0.467	64	462.41	ok
0.48	100	450.54	ok
0.481	118	460.6	ok
0.481	127	461.82	ok
0.494	125	451.71	ok
0.496	132	449.81	ok
0.493	115	456.45	ok
0.497	108	458.71	ok
0.498	149	461.52	ok
0.498	80	463.95	ok
0.523	67	445.88	ok
0.524	109	446.17	ok
0.524	102	451.64	ok
0.527	61	449.47	ok
0.501	124	477.36	ok
0.537	62	442.39	ok
0.537	141	442.99	ok
0.537	111	447.08	ok
0.536	139	448.45	ok
0.497	110	489.8	ok
0.538	150	460.59	ok
0.538	72	461.59	ok
0.558	117	444.48	ok
0.543	148	459.21	ok
0.559	123	450.53	ok
0.56	105	449.51	ok
0.559	106	453.33	ok
0.573	65	440.27	ok
0.578	78	436.06	ok
0.572	99	441.85	ok
0.578	83	437.35	ok
0.585	137	432.53	ok
0.579	130	448.76	ok
0.586	112	446.56	ok
0.585	142	448.63	ok
0.578	91	458.63	ok
0.585	104	505.76	ok
0.597	158	494.71	ok
0.595	122	496.93	ok
0.586	155	506.36	ok
0.597	94	496.38	ok
0.599	143	494.86	ok
0.597	93	500.27	ok
0.605	96	492.42	ok
0.599	156	502.56	ok
0.624	97	481.71	ok
0.63	92	477.59	ok
0.601	134	507.16	ok
0.692	77	429.57	ok
0.692	144	429.64	ok
0.7	95	426.31	ok
0.702	70	424.91	ok
0.702	73	425.52	ok
0.708	12	425.52	ok
0.701	76	433.62	ok
0.7	98	439.22	ok
0.708	2	432.27	ok
0.707	19	436.52	ok
0.709	71	434.43	ok
