ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-09-13T15:30:00Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	cpu	19016152.3	iter/s	0.1578	
2026-09-13T15:30:00Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	infer	61.76	fps	1.6191	0.10.21
