block	arm	status	window_d	kind	rep	ms
2	A1	FAILED	7	list	5	4.69
2	A1	FAILED	7	count	5	24.7
2	A1	FAILED	30	list	1	4.71
2	A1	FAILED	30	count	1	104
2	A1	FAILED	30	list	2	4.68
2	A1	FAILED	30	count	2	104
2	A1	FAILED	30	list	3	4.74
2	A1	FAILED	30	count	3	106
2	A1	FAILED	30	list	4	4.7
2	A1	FAILED	30	count	4	104
2	A1	FAILED	30	list	5	4.69
2	A1	FAILED	30	count	5	103
2	A1	FAILED	0	list	1	1.21
2	A1	FAILED	0	count	1	163
2	A1	FAILED	0	list	2	1.18
2	A1	FAILED	0	count	2	163
2	A1	FAILED	0	list	3	1.2
2	A1	FAILED	0	count	3	162
2	A1	FAILED	0	list	4	1.19
2	A1	FAILED	0	count	4	162
2	A1	FAILED	0	list	5	1.2
2	A1	FAILED	0	count	5	160
2	A1	CANCELLED	1	list	1	0.532
2	A1	CANCELLED	1	count	1	3.82
2	A1	CANCELLED	1	list	2	0.51
2	A1	CANCELLED	1	count	2	3.86
2	A1	CANCELLED	1	list	3	0.541
2	A1	CANCELLED	1	count	3	3.86
2	A1	CANCELLED	1	list	4	0.511
2	A1	CANCELLED	1	count	4	3.83
2	A1	CANCELLED	1	list	5	0.52
2	A1	CANCELLED	1	count	5	3.86
2	A1	CANCELLED	7	list	1	4.64
2	A1	CANCELLED	7	count	1	25.4
2	A1	CANCELLED	7	list	2	4.9
2	A1	CANCELLED	7	count	2	25.3
2	A1	CANCELLED	7	list	3	4.66
2	A1	CANCELLED	7	count	3	24.8
2	A1	CANCELLED	7	list	4	4.65
2	A1	CANCELLED	7	count	4	24.9
2	A1	CANCELLED	7	list	5	4.66
2	A1	CANCELLED	7	count	5	25.2
2	A1	CANCELLED	30	list	1	4.61
2	A1	CANCELLED	30	count	1	102
2	A1	CANCELLED	30	list	2	4.61
2	A1	CANCELLED	30	count	2	101
2	A1	CANCELLED	30	list	3	4.67
2	A1	CANCELLED	30	count	3	103
2	A1	CANCELLED	30	list	4	4.6
2	A1	CANCELLED	30	count	4	105
2	A1	CANCELLED	30	list	5	4.64
2	A1	CANCELLED	30	count	5	102
2	A1	CANCELLED	0	list	1	0.48
2	A1	CANCELLED	0	count	1	178
2	A1	CANCELLED	0	list	2	0.463
2	A1	CANCELLED	0	count	2	177
2	A1	CANCELLED	0	list	3	0.459
2	A1	CANCELLED	0	count	3	174
2	A1	CANCELLED	0	list	4	0.46
2	A1	CANCELLED	0	count	4	179
2	A1	CANCELLED	0	list	5	0.47
2	A1	CANCELLED	0	count	5	175
2	A1	IN_PROGRESS	1	list	1	0.516
2	A1	IN_PROGRESS	1	count	1	4
2	A1	IN_PROGRESS	1	list	2	0.509
2	A1	IN_PROGRESS	1	count	2	3.9
2	A1	IN_PROGRESS	1	list	3	0.513
2	A1	IN_PROGRESS	1	count	3	3.93
2	A1	IN_PROGRESS	1	list	4	0.504
2	A1	IN_PROGRESS	1	count	4	3.86
2	A1	IN_PROGRESS	1	list	5	0.501
2	A1	IN_PROGRESS	1	count	5	4.08
2	A1	IN_PROGRESS	7	list	1	4.65
2	A1	IN_PROGRESS	7	count	1	25.2
2	A1	IN_PROGRESS	7	list	2	4.62
2	A1	IN_PROGRESS	7	count	2	24.9
2	A1	IN_PROGRESS	7	list	3	4.64
2	A1	IN_PROGRESS	7	count	3	25.4
2	A1	IN_PROGRESS	7	list	4	4.69
2	A1	IN_PROGRESS	7	count	4	25.1
2	A1	IN_PROGRESS	7	list	5	4.64
2	A1	IN_PROGRESS	7	count	5	25.1
2	A1	IN_PROGRESS	30	list	1	4.65
2	A1	IN_PROGRESS	30	count	1	103
2	A1	IN_PROGRESS	30	list	2	4.64
2	A1	IN_PROGRESS	30	count	2	102
2	A1	IN_PROGRESS	30	list	3	4.72
2	A1	IN_PROGRESS	30	count	3	103
2	A1	IN_PROGRESS	30	list	4	4.59
2	A1	IN_PROGRESS	30	count	4	98.9
2	A1	IN_PROGRESS	30	list	5	4.64
2	A1	IN_PROGRESS	30	count	5	104
2	A1	IN_PROGRESS	0	list	1	0.322
2	A1	IN_PROGRESS	0	count	1	185
2	A1	IN_PROGRESS	0	list	2	0.323
2	A1	IN_PROGRESS	0	count	2	185
2	A1	IN_PROGRESS	0	list	3	0.32
2	A1	IN_PROGRESS	0	count	3	188
2	A1	IN_PROGRESS	0	list	4	0.32
2	A1	IN_PROGRESS	0	count	4	185
2	A1	IN_PROGRESS	0	list	5	0.342
2	A1	IN_PROGRESS	0	count	5	187
2	A1	COMPLETED	1	list	1	0.495
2	A1	COMPLETED	1	count	1	4.01
2	A1	COMPLETED	1	list	2	0.484
2	A1	COMPLETED	1	count	2	3.97
2	A1	COMPLETED	1	list	3	0.484
2	A1	COMPLETED	1	count	3	4
2	A1	COMPLETED	1	list	4	0.492
2	A1	COMPLETED	1	count	4	4.23
2	A1	COMPLETED	1	list	5	0.491
2	A1	COMPLETED	1	count	5	4.05
2	A1	COMPLETED	7	list	1	4.65
2	A1	COMPLETED	7	count	1	26
2	A1	COMPLETED	7	list	2	4.62
2	A1	COMPLETED	7	count	2	25.8
2	A1	COMPLETED	7	list	3	4.62
2	A1	COMPLETED	7	count	3	26.9
2	A1	COMPLETED	7	list	4	4.64
2	A1	COMPLETED	7	count	4	26.6
2	A1	COMPLETED	7	list	5	4.67
2	A1	COMPLETED	7	count	5	26.1
2	A1	COMPLETED	30	list	1	4.61
2	A1	COMPLETED	30	count	1	106
2	A1	COMPLETED	30	list	2	4.66
2	A1	COMPLETED	30	count	2	107
2	A1	COMPLETED	30	list	3	4.61
2	A1	COMPLETED	30	count	3	106
2	A1	COMPLETED	30	list	4	4.66
2	A1	COMPLETED	30	count	4	107
2	A1	COMPLETED	30	list	5	6.74
2	A1	COMPLETED	30	count	5	109
2	A1	COMPLETED	0	list	1	0.116
2	A1	COMPLETED	0	count	1	241
2	A1	COMPLETED	0	list	2	0.118
2	A1	COMPLETED	0	count	2	236
2	A1	COMPLETED	0	list	3	0.115
2	A1	COMPLETED	0	count	3	234
2	A1	COMPLETED	0	list	4	0.118
2	A1	COMPLETED	0	count	4	236
2	A1	COMPLETED	0	list	5	0.117
2	A1	COMPLETED	0	count	5	236
2	A0	FAILED	1	list	1	212
2	A0	FAILED	1	count	1	182
2	A0	FAILED	1	list	2	209
2	A0	FAILED	1	count	2	183
2	A0	FAILED	1	list	3	212
2	A0	FAILED	1	count	3	182
2	A0	FAILED	1	list	4	210
2	A0	FAILED	1	count	4	187
2	A0	FAILED	1	list	5	210
2	A0	FAILED	1	count	5	186
2	A0	FAILED	7	list	1	216
2	A0	FAILED	7	count	1	182
2	A0	FAILED	7	list	2	213
2	A0	FAILED	7	count	2	183
2	A0	FAILED	7	list	3	212
2	A0	FAILED	7	count	3	184
2	A0	FAILED	7	list	4	213
2	A0	FAILED	7	count	4	182
2	A0	FAILED	7	list	5	210
2	A0	FAILED	7	count	5	183
2	A0	FAILED	30	list	1	213
2	A0	FAILED	30	count	1	199
2	A0	FAILED	30	list	2	221
2	A0	FAILED	30	count	2	183
2	A0	FAILED	30	list	3	213
2	A0	FAILED	30	count	3	184
2	A0	FAILED	30	list	4	213
2	A0	FAILED	30	count	4	184
2	A0	FAILED	30	list	5	213
2	A0	FAILED	30	count	5	185
2	A0	FAILED	0	list	1	208
2	A0	FAILED	0	count	1	173
2	A0	FAILED	0	list	2	202
2	A0	FAILED	0	count	2	166
2	A0	FAILED	0	list	3	206
2	A0	FAILED	0	count	3	167
2	A0	FAILED	0	list	4	202
2	A0	FAILED	0	count	4	165
2	A0	FAILED	0	list	5	213
2	A0	FAILED	0	count	5	164
2	A0	CANCELLED	1	list	1	223
2	A0	CANCELLED	1	count	1	197
2	A0	CANCELLED	1	list	2	224
2	A0	CANCELLED	1	count	2	197
2	A0	CANCELLED	1	list	3	225
2	A0	CANCELLED	1	count	3	198
2	A0	CANCELLED	1	list	4	229
2	A0	CANCELLED	1	count	4	199
2	A0	CANCELLED	1	list	5	222
2	A0	CANCELLED	1	count	5	196
2	A0	CANCELLED	7	list	1	227
2	A0	CANCELLED	7	count	1	201
2	A0	CANCELLED	7	list	2	224
2	A0	CANCELLED	7	count	2	198
2	A0	CANCELLED	7	list	3	241
2	A0	CANCELLED	7	count	3	198
2	A0	CANCELLED	7	list	4	230
2	A0	CANCELLED	7	count	4	196
2	A0	CANCELLED	7	list	5	226
2	A0	CANCELLED	7	count	5	197
2	A0	CANCELLED	30	list	1	224
2	A0	CANCELLED	30	count	1	206
2	A0	CANCELLED	30	list	2	229
2	A0	CANCELLED	30	count	2	196
2	A0	CANCELLED	30	list	3	230
2	A0	CANCELLED	30	count	3	197
2	A0	CANCELLED	30	list	4	227
2	A0	CANCELLED	30	count	4	195
2	A0	CANCELLED	30	list	5	224
2	A0	CANCELLED	30	count	5	202
2	A0	CANCELLED	0	list	1	227
2	A0	CANCELLED	0	count	1	179
2	A0	CANCELLED	0	list	2	226
2	A0	CANCELLED	0	count	2	177
2	A0	CANCELLED	0	list	3	223
2	A0	CANCELLED	0	count	3	178
2	A0	CANCELLED	0	list	4	222
2	A0	CANCELLED	0	count	4	181
2	A0	CANCELLED	0	list	5	229
2	A0	CANCELLED	0	count	5	176
2	A0	IN_PROGRESS	1	list	1	229
2	A0	IN_PROGRESS	1	count	1	203
2	A0	IN_PROGRESS	1	list	2	233
2	A0	IN_PROGRESS	1	count	2	201
2	A0	IN_PROGRESS	1	list	3	230
2	A0	IN_PROGRESS	1	count	3	207
2	A0	IN_PROGRESS	1	list	4	233
2	A0	IN_PROGRESS	1	count	4	207
2	A0	IN_PROGRESS	1	list	5	231
2	A0	IN_PROGRESS	1	count	5	203
2	A0	IN_PROGRESS	7	list	1	232
2	A0	IN_PROGRESS	7	count	1	205
2	A0	IN_PROGRESS	7	list	2	234
2	A0	IN_PROGRESS	7	count	2	207
2	A0	IN_PROGRESS	7	list	3	231
2	A0	IN_PROGRESS	7	count	3	205
2	A0	IN_PROGRESS	7	list	4	233
2	A0	IN_PROGRESS	7	count	4	208
2	A0	IN_PROGRESS	7	list	5	229
2	A0	IN_PROGRESS	7	count	5	205
2	A0	IN_PROGRESS	30	list	1	242
2	A0	IN_PROGRESS	30	count	1	202
2	A0	IN_PROGRESS	30	list	2	232
2	A0	IN_PROGRESS	30	count	2	204
2	A0	IN_PROGRESS	30	list	3	233
2	A0	IN_PROGRESS	30	count	3	204
2	A0	IN_PROGRESS	30	list	4	233
2	A0	IN_PROGRESS	30	count	4	206
2	A0	IN_PROGRESS	30	list	5	235
2	A0	IN_PROGRESS	30	count	5	208
2	A0	IN_PROGRESS	0	list	1	238
2	A0	IN_PROGRESS	0	count	1	193
2	A0	IN_PROGRESS	0	list	2	244
2	A0	IN_PROGRESS	0	count	2	192
2	A0	IN_PROGRESS	0	list	3	237
2	A0	IN_PROGRESS	0	count	3	189
2	A0	IN_PROGRESS	0	list	4	247
2	A0	IN_PROGRESS	0	count	4	188
2	A0	IN_PROGRESS	0	list	5	238
2	A0	IN_PROGRESS	0	count	5	195
2	A0	COMPLETED	1	list	1	269
2	A0	COMPLETED	1	count	1	241
2	A0	COMPLETED	1	list	2	268
2	A0	COMPLETED	1	count	2	252
2	A0	COMPLETED	1	list	3	273
2	A0	COMPLETED	1	count	3	242
2	A0	COMPLETED	1	list	4	272
2	A0	COMPLETED	1	count	4	241
2	A0	COMPLETED	1	list	5	271
2	A0	COMPLETED	1	count	5	238
2	A0	COMPLETED	7	list	1	269
2	A0	COMPLETED	7	count	1	247
2	A0	COMPLETED	7	list	2	269
2	A0	COMPLETED	7	count	2	244
2	A0	COMPLETED	7	list	3	276
2	A0	COMPLETED	7	count	3	242
2	A0	COMPLETED	7	list	4	273
2	A0	COMPLETED	7	count	4	241
2	A0	COMPLETED	7	list	5	271
2	A0	COMPLETED	7	count	5	243
2	A0	COMPLETED	30	list	1	280
2	A0	COMPLETED	30	count	1	245
2	A0	COMPLETED	30	list	2	277
2	A0	COMPLETED	30	count	2	244
2	A0	COMPLETED	30	list	3	278
2	A0	COMPLETED	30	count	3	242
2	A0	COMPLETED	30	list	4	275
2	A0	COMPLETED	30	count	4	252
2	A0	COMPLETED	30	list	5	292
2	A0	COMPLETED	30	count	5	244
2	A0	COMPLETED	0	list	1	319
2	A0	COMPLETED	0	count	1	236
2	A0	COMPLETED	0	list	2	317
2	A0	COMPLETED	0	count	2	239
2	A0	COMPLETED	0	list	3	319
2	A0	COMPLETED	0	count	3	246
2	A0	COMPLETED	0	list	4	317
2	A0	COMPLETED	0	count	4	239
2	A0	COMPLETED	0	list	5	320
2	A0	COMPLETED	0	count	5	243
3	A1	FAILED	1	list	1	1.35
3	A1	FAILED	1	count	1	4.04
3	A1	FAILED	1	list	2	1.34
3	A1	FAILED	1	count	2	3.81
3	A1	FAILED	1	list	3	1.37
3	A1	FAILED	1	count	3	3.89
3	A1	FAILED	1	list	4	1.34
3	A1	FAILED	1	count	4	4.65
3	A1	FAILED	1	list	5	1.34
3	A1	FAILED	1	count	5	3.83
3	A1	FAILED	7	list	1	4.71
3	A1	FAILED	7	count	1	24.8
3	A1	FAILED	7	list	2	4.7
3	A1	FAILED	7	count	2	24.9
3	A1	FAILED	7	list	3	4.65
3	A1	FAILED	7	count	3	25
3	A1	FAILED	7	list	4	4.67
3	A1	FAILED	7	count	4	25.2
3	A1	FAILED	7	list	5	4.69
3	A1	FAILED	7	count	5	24.3
3	A1	FAILED	30	list	1	4.65
3	A1	FAILED	30	count	1	103
3	A1	FAILED	30	list	2	4.68
3	A1	FAILED	30	count	2	99.4
3	A1	FAILED	30	list	3	4.69
3	A1	FAILED	30	count	3	99.8
3	A1	FAILED	30	list	4	4.65
3	A1	FAILED	30	count	4	100
3	A1	FAILED	30	list	5	4.72
3	A1	FAILED	30	count	5	101
3	A1	FAILED	0	list	1	1.18
3	A1	FAILED	0	count	1	170
3	A1	FAILED	0	list	2	1.18
3	A1	FAILED	0	count	2	162
3	A1	FAILED	0	list	3	1.17
3	A1	FAILED	0	count	3	170
3	A1	FAILED	0	list	4	1.18
3	A1	FAILED	0	count	4	166
3	A1	FAILED	0	list	5	1.21
3	A1	FAILED	0	count	5	165
3	A1	CANCELLED	1	list	1	0.512
3	A1	CANCELLED	1	count	1	4.14
3	A1	CANCELLED	1	list	2	0.518
3	A1	CANCELLED	1	count	2	4
3	A1	CANCELLED	1	list	3	0.501
3	A1	CANCELLED	1	count	3	3.88
3	A1	CANCELLED	1	list	4	0.503
3	A1	CANCELLED	1	count	4	3.89
3	A1	CANCELLED	1	list	5	0.522
3	A1	CANCELLED	1	count	5	3.88
3	A1	CANCELLED	7	list	1	4.63
3	A1	CANCELLED	7	count	1	24.6
3	A1	CANCELLED	7	list	2	4.63
3	A1	CANCELLED	7	count	2	24.7
3	A1	CANCELLED	7	list	3	4.6
3	A1	CANCELLED	7	count	3	24.8
3	A1	CANCELLED	7	list	4	4.74
3	A1	CANCELLED	7	count	4	24.6
3	A1	CANCELLED	7	list	5	4.52
3	A1	CANCELLED	7	count	5	24.6
3	A1	CANCELLED	30	list	1	4.49
3	A1	CANCELLED	30	count	1	101
3	A1	CANCELLED	30	list	2	4.62
3	A1	CANCELLED	30	count	2	101
3	A1	CANCELLED	30	list	3	4.61
3	A1	CANCELLED	30	count	3	103
3	A1	CANCELLED	30	list	4	4.67
3	A1	CANCELLED	30	count	4	103
3	A1	CANCELLED	30	list	5	4.6
3	A1	CANCELLED	30	count	5	104
3	A1	CANCELLED	0	list	1	0.463
3	A1	CANCELLED	0	count	1	180
3	A1	CANCELLED	0	list	2	0.467
3	A1	CANCELLED	0	count	2	178
3	A1	CANCELLED	0	list	3	0.456
3	A1	CANCELLED	0	count	3	178
3	A1	CANCELLED	0	list	4	0.454
3	A1	CANCELLED	0	count	4	186
3	A1	CANCELLED	0	list	5	0.454
3	A1	CANCELLED	0	count	5	181
3	A1	IN_PROGRESS	1	list	1	0.497
3	A1	IN_PROGRESS	1	count	1	3.91
3	A1	IN_PROGRESS	1	list	2	0.494
3	A1	IN_PROGRESS	1	count	2	4.02
3	A1	IN_PROGRESS	1	list	3	0.509
3	A1	IN_PROGRESS	1	count	3	4.12
3	A1	IN_PROGRESS	1	list	4	0.533
3	A1	IN_PROGRESS	1	count	4	4.15
3	A1	IN_PROGRESS	1	list	5	0.51
3	A1	IN_PROGRESS	1	count	5	3.94
3	A1	IN_PROGRESS	7	list	1	4.64
3	A1	IN_PROGRESS	7	count	1	25
3	A1	IN_PROGRESS	7	list	2	4.62
3	A1	IN_PROGRESS	7	count	2	25.5
3	A1	IN_PROGRESS	7	list	3	4.59
3	A1	IN_PROGRESS	7	count	3	25.1
3	A1	IN_PROGRESS	7	list	4	4.57
3	A1	IN_PROGRESS	7	count	4	25.2
3	A1	IN_PROGRESS	7	list	5	4.61
3	A1	IN_PROGRESS	7	count	5	25.6
3	A1	IN_PROGRESS	30	list	1	4.57
3	A1	IN_PROGRESS	30	count	1	104
3	A1	IN_PROGRESS	30	list	2	4.59
3	A1	IN_PROGRESS	30	count	2	104
3	A1	IN_PROGRESS	30	list	3	4.64
3	A1	IN_PROGRESS	30	count	3	101
3	A1	IN_PROGRESS	30	list	4	4.61
3	A1	IN_PROGRESS	30	count	4	102
3	A1	IN_PROGRESS	30	list	5	4.59
3	A1	IN_PROGRESS	30	count	5	103
3	A1	IN_PROGRESS	0	list	1	0.319
3	A1	IN_PROGRESS	0	count	1	194
3	A1	IN_PROGRESS	0	list	2	0.318
3	A1	IN_PROGRESS	0	count	2	195
3	A1	IN_PROGRESS	0	list	3	0.321
3	A1	IN_PROGRESS	0	count	3	187
3	A1	IN_PROGRESS	0	list	4	0.319
3	A1	IN_PROGRESS	0	count	4	198
3	A1	IN_PROGRESS	0	list	5	0.329
3	A1	IN_PROGRESS	0	count	5	189
3	A1	COMPLETED	1	list	1	0.488
3	A1	COMPLETED	1	count	1	4.12
3	A1	COMPLETED	1	list	2	0.473
3	A1	COMPLETED	1	count	2	3.99
3	A1	COMPLETED	1	list	3	0.484
3	A1	COMPLETED	1	count	3	3.99
3	A1	COMPLETED	1	list	4	0.481
3	A1	COMPLETED	1	count	4	4.09
3	A1	COMPLETED	1	list	5	0.486
3	A1	COMPLETED	1	count	5	3.99
3	A1	COMPLETED	7	list	1	4.59
3	A1	COMPLETED	7	count	1	26.3
3	A1	COMPLETED	7	list	2	4.59
3	A1	COMPLETED	7	count	2	25.9
3	A1	COMPLETED	7	list	3	4.57
3	A1	COMPLETED	7	count	3	26.2
3	A1	COMPLETED	7	list	4	4.59
3	A1	COMPLETED	7	count	4	26
3	A1	COMPLETED	7	list	5	4.62
3	A1	COMPLETED	7	count	5	26
3	A1	COMPLETED	30	list	1	4.57
3	A1	COMPLETED	30	count	1	107
3	A1	COMPLETED	30	list	2	4.61
3	A1	COMPLETED	30	count	2	107
3	A1	COMPLETED	30	list	3	4.61
3	A1	COMPLETED	30	count	3	106
3	A1	COMPLETED	30	list	4	4.58
3	A1	COMPLETED	30	count	4	105
3	A1	COMPLETED	30	list	5	4.61
3	A1	COMPLETED	30	count	5	110
3	A1	COMPLETED	0	list	1	0.116
3	A1	COMPLETED	0	count	1	237
3	A1	COMPLETED	0	list	2	0.117
3	A1	COMPLETED	0	count	2	236
3	A1	COMPLETED	0	list	3	0.116
3	A1	COMPLETED	0	count	3	235
3	A1	COMPLETED	0	list	4	0.12
3	A1	COMPLETED	0	count	4	241
3	A1	COMPLETED	0	list	5	0.124
3	A1	COMPLETED	0	count	5	236
3	B	FAILED	1	list	1	0.153
3	B	FAILED	1	count	1	0.0455
3	B	FAILED	1	list	2	0.149
3	B	FAILED	1	count	2	0.0453
3	B	FAILED	1	list	3	0.149
3	B	FAILED	1	count	3	0.0451
3	B	FAILED	1	list	4	0.153
3	B	FAILED	1	count	4	0.0456
3	B	FAILED	1	list	5	0.151
3	B	FAILED	1	count	5	0.0432
3	B	FAILED	7	list	1	0.235
3	B	FAILED	7	count	1	0.135
3	B	FAILED	7	list	2	0.221
3	B	FAILED	7	count	2	0.136
3	B	FAILED	7	list	3	0.223
3	B	FAILED	7	count	3	0.132
3	B	FAILED	7	list	4	0.219
3	B	FAILED	7	count	4	0.133
3	B	FAILED	7	list	5	0.216
3	B	FAILED	7	count	5	0.133
3	B	FAILED	30	list	1	0.331
3	B	FAILED	30	count	1	0.526
3	B	FAILED	30	list	2	0.325
3	B	FAILED	30	count	2	0.534
3	B	FAILED	30	list	3	0.323
3	B	FAILED	30	count	3	0.521
3	B	FAILED	30	list	4	0.328
3	B	FAILED	30	count	4	0.535
3	B	FAILED	30	list	5	0.325
3	B	FAILED	30	count	5	0.528
3	B	FAILED	0	list	1	4.46
3	B	FAILED	0	count	1	5.14
3	B	FAILED	0	list	2	4.51
3	B	FAILED	0	count	2	5.05
3	B	FAILED	0	list	3	4.54
3	B	FAILED	0	count	3	5.04
3	B	FAILED	0	list	4	4.51
3	B	FAILED	0	count	4	4.98
3	B	FAILED	0	list	5	4.46
3	B	FAILED	0	count	5	5.05
3	B	CANCELLED	1	list	1	0.222
3	B	CANCELLED	1	count	1	0.0963
3	B	CANCELLED	1	list	2	0.219
3	B	CANCELLED	1	count	2	0.0973
3	B	CANCELLED	1	list	3	0.225
3	B	CANCELLED	1	count	3	0.0969
3	B	CANCELLED	1	list	4	0.217
3	B	CANCELLED	1	count	4	0.0969
3	B	CANCELLED	1	list	5	0.221
3	B	CANCELLED	1	count	5	0.0983
3	B	CANCELLED	7	list	1	0.312
3	B	CANCELLED	7	count	1	0.526
3	B	CANCELLED	7	list	2	0.403
3	B	CANCELLED	7	count	2	0.519
3	B	CANCELLED	7	list	3	0.313
3	B	CANCELLED	7	count	3	0.521
3	B	CANCELLED	7	list	4	0.303
3	B	CANCELLED	7	count	4	0.864
3	B	CANCELLED	7	list	5	0.307
3	B	CANCELLED	7	count	5	0.524
3	B	CANCELLED	30	list	1	1.23
3	B	CANCELLED	30	count	1	2.24
3	B	CANCELLED	30	list	2	1.22
3	B	CANCELLED	30	count	2	2.2
3	B	CANCELLED	30	list	3	1.22
3	B	CANCELLED	30	count	3	2.25
3	B	CANCELLED	30	list	4	1.23
3	B	CANCELLED	30	count	4	2.27
3	B	CANCELLED	30	list	5	1.24
3	B	CANCELLED	30	count	5	2.21
3	B	CANCELLED	0	list	1	4.42
3	B	CANCELLED	0	count	1	21.8
3	B	CANCELLED	0	list	2	4.53
3	B	CANCELLED	0	count	2	22
3	B	CANCELLED	0	list	3	4.55
3	B	CANCELLED	0	count	3	21.7
3	B	CANCELLED	0	list	4	4.5
3	B	CANCELLED	0	count	4	21.4
3	B	CANCELLED	0	list	5	4.49
3	B	CANCELLED	0	count	5	21.9
3	B	IN_PROGRESS	1	list	1	0.225
3	B	IN_PROGRESS	1	count	1	0.213
3	B	IN_PROGRESS	1	list	2	0.22
3	B	IN_PROGRESS	1	count	2	0.216
3	B	IN_PROGRESS	1	list	3	0.22
3	B	IN_PROGRESS	1	count	3	0.216
3	B	IN_PROGRESS	1	list	4	0.217
3	B	IN_PROGRESS	1	count	4	0.225
3	B	IN_PROGRESS	1	list	5	0.22
3	B	IN_PROGRESS	1	count	5	0.213
3	B	IN_PROGRESS	7	list	1	0.73
3	B	IN_PROGRESS	7	count	1	1.44
3	B	IN_PROGRESS	7	list	2	0.718
3	B	IN_PROGRESS	7	count	2	1.35
3	B	IN_PROGRESS	7	list	3	0.727
3	B	IN_PROGRESS	7	count	3	1.35
3	B	IN_PROGRESS	7	list	4	0.715
3	B	IN_PROGRESS	7	count	4	1.38
3	B	IN_PROGRESS	7	list	5	0.76
3	B	IN_PROGRESS	7	count	5	1.38
3	B	IN_PROGRESS	30	list	1	5.25
3	B	IN_PROGRESS	30	count	1	5.85
3	B	IN_PROGRESS	30	list	2	5.18
3	B	IN_PROGRESS	30	count	2	5.77
3	B	IN_PROGRESS	30	list	3	5.2
3	B	IN_PROGRESS	30	count	3	6.38
3	B	IN_PROGRESS	30	list	4	5.22
3	B	IN_PROGRESS	30	count	4	5.86
3	B	IN_PROGRESS	30	list	5	5.28
3	B	IN_PROGRESS	30	count	5	5.77
3	B	IN_PROGRESS	0	list	1	4.44
3	B	IN_PROGRESS	0	count	1	56.9
3	B	IN_PROGRESS	0	list	2	4.43
3	B	IN_PROGRESS	0	count	2	56.6
3	B	IN_PROGRESS	0	list	3	4.41
3	B	IN_PROGRESS	0	count	3	57.5
3	B	IN_PROGRESS	0	list	4	4.45
3	B	IN_PROGRESS	0	count	4	57.4
3	B	IN_PROGRESS	0	list	5	4.41
3	B	IN_PROGRESS	0	count	5	57.8
3	B	COMPLETED	1	list	1	0.383
3	B	COMPLETED	1	count	1	0.656
3	B	COMPLETED	1	list	2	0.388
3	B	COMPLETED	1	count	2	0.655
3	B	COMPLETED	1	list	3	0.393
3	B	COMPLETED	1	count	3	0.647
3	B	COMPLETED	1	list	4	0.383
3	B	COMPLETED	1	count	4	0.665
3	B	COMPLETED	1	list	5	0.392
3	B	COMPLETED	1	count	5	0.657
3	B	COMPLETED	7	list	1	4.24
3	B	COMPLETED	7	count	1	4.54
3	B	COMPLETED	7	list	2	4.19
3	B	COMPLETED	7	count	2	4.5
3	B	COMPLETED	7	list	3	4.19
3	B	COMPLETED	7	count	3	4.48
3	B	COMPLETED	7	list	4	4.16
3	B	COMPLETED	7	count	4	4.54
3	B	COMPLETED	7	list	5	4.15
3	B	COMPLETED	7	count	5	4.55
3	B	COMPLETED	30	list	1	5.1
3	B	COMPLETED	30	count	1	19.5
3	B	COMPLETED	30	list	2	5.05
3	B	COMPLETED	30	count	2	19.4
3	B	COMPLETED	30	list	3	5.09
3	B	COMPLETED	30	count	3	19.5
3	B	COMPLETED	30	list	4	5.06
3	B	COMPLETED	30	count	4	19.3
3	B	COMPLETED	30	list	5	5.03
3	B	COMPLETED	30	count	5	19.3
3	B	COMPLETED	0	list	1	4.32
3	B	COMPLETED	0	count	1	193
3	B	COMPLETED	0	list	2	4.31
3	B	COMPLETED	0	count	2	190
3	B	COMPLETED	0	list	3	4.31
3	B	COMPLETED	0	count	3	188
3	B	COMPLETED	0	list	4	4.34
3	B	COMPLETED	0	count	4	187
3	B	COMPLETED	0	list	5	4.33
3	B	COMPLETED	0	count	5	189
3	A0	FAILED	1	list	1	215
3	A0	FAILED	1	count	1	181
3	A0	FAILED	1	list	2	213
3	A0	FAILED	1	count	2	179
3	A0	FAILED	1	list	3	215
3	A0	FAILED	1	count	3	179
3	A0	FAILED	1	list	4	214
3	A0	FAILED	1	count	4	183
3	A0	FAILED	1	list	5	211
3	A0	FAILED	1	count	5	183
3	A0	FAILED	7	list	1	216
3	A0	FAILED	7	count	1	181
3	A0	FAILED	7	list	2	228
3	A0	FAILED	7	count	2	182
3	A0	FAILED	7	list	3	221
3	A0	FAILED	7	count	3	180
3	A0	FAILED	7	list	4	217
3	A0	FAILED	7	count	4	184
3	A0	FAILED	7	list	5	218
3	A0	FAILED	7	count	5	182
3	A0	FAILED	30	list	1	219
3	A0	FAILED	30	count	1	180
3	A0	FAILED	30	list	2	217
3	A0	FAILED	30	count	2	179
3	A0	FAILED	30	list	3	222
3	A0	FAILED	30	count	3	185
3	A0	FAILED	30	list	4	218
3	A0	FAILED	30	count	4	181
3	A0	FAILED	30	list	5	228
3	A0	FAILED	30	count	5	181
3	A0	FAILED	0	list	1	213
3	A0	FAILED	0	count	1	163
3	A0	FAILED	0	list	2	207
3	A0	FAILED	0	count	2	167
3	A0	FAILED	0	list	3	210
3	A0	FAILED	0	count	3	165
3	A0	FAILED	0	list	4	210
3	A0	FAILED	0	count	4	164
3	A0	FAILED	0	list	5	207
3	A0	FAILED	0	count	5	161
3	A0	CANCELLED	1	list	1	236
