ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-09-13T16:09:50Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	cpu	18822760.3	iter/s	0.1594	
2026-09-13T16:09:50Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	infer	67.69	fps	1.4773	0.10.21
