t_rel	session_idx	ms	outcome
0.008	5	175.89	ok
0.005	4	186.69	ok
0.003	0	192.9	ok
0.004	2	191.66	ok
0.042	17	154.24	ok
0.012	9	185.93	ok
0.005	3	193.84	ok
0.004	1	194.7	ok
0.032	15	167.38	ok
0.044	18	156.26	ok
0.033	16	172.15	ok
0.016	11	189.89	ok
0.047	19	158.84	ok
0.01	7	196.04	ok
0.049	20	156.85	ok
0.019	12	200.51	ok
0.021	13	205.23	ok
0.026	14	202.21	ok
0.051	22	183.98	ok
0.011	8	251.6	ok
0.05	21	213.82	ok
0.008	6	268.4	ok
0.052	23	225.05	ok
0.052	24	230.68	ok
0.053	26	231.75	ok
0.055	30	239.97	ok
0.014	10	281.61	ok
0.054	27	246.81	ok
0.055	29	251.8	ok
0.053	25	256.11	ok
0.056	31	276.64	ok
0.057	33	278.18	ok
0.055	28	284.61	ok
0.058	35	281.62	ok
0.058	36	281.55	ok
0.058	37	283.7	ok
0.057	34	288.47	ok
0.056	32	290.55	ok
0.059	38	294.29	ok
0.06	40	293.4	ok
0.059	39	293.92	ok
0.06	42	302.87	ok
0.06	41	303.36	ok
0.064	48	304.62	ok
0.062	44	308.11	ok
0.061	43	318.31	ok
0.063	47	317.62	ok
0.062	45	319.08	ok
0.063	46	333.01	ok
0.064	49	332.1	ok
0.064	51	331.89	ok
0.064	50	337.67	ok
0.066	53	346.18	ok
0.065	52	347.37	ok
0.069	56	353.33	ok
0.067	54	355.16	ok
0.07	58	353.71	ok
0.068	55	360.0	ok
0.069	57	359.56	ok
0.071	60	359.39	ok
0.071	61	359.37	ok
0.115	141	318.0	ok
0.079	80	364.46	ok
0.103	124	347.83	ok
0.092	98	360.69	ok
0.106	129	347.53	ok
0.103	125	351.34	ok
0.073	65	384.66	ok
0.115	140	344.72	ok
0.137	153	322.87	ok
0.137	152	328.19	ok
0.094	102	376.87	ok
0.112	134	359.45	ok
0.107	131	365.19	ok
0.107	130	369.5	ok
0.129	147	351.54	ok
0.139	156	342.07	ok
0.093	101	396.09	ok
0.114	138	375.78	ok
0.136	149	365.96	ok
0.143	159	359.64	ok
0.078	78	424.92	ok
0.102	122	401.41	ok
0.126	146	391.48	ok
0.113	135	408.5	ok
0.138	154	387.32	ok
0.093	100	436.39	ok
0.08	88	450.38	ok
0.071	62	460.26	ok
0.103	126	447.16	ok
0.102	120	448.88	ok
0.1	106	451.82	ok
0.142	158	410.59	ok
0.116	143	443.18	ok
0.115	142	446.54	ok
0.07	59	498.76	ok
0.136	150	433.57	ok
0.087	96	485.43	ok
0.072	64	519.22	ok
0.101	113	491.44	ok
0.1	107	500.86	ok
0.136	151	465.11	ok
0.108	133	494.62	ok
0.104	127	499.36	ok
0.102	123	503.89	ok
0.101	115	505.54	ok
0.076	67	531.62	ok
0.101	114	506.61	ok
0.099	104	518.91	ok
0.102	121	516.34	ok
0.099	103	522.42	ok
0.093	99	550.0	ok
0.101	112	542.68	ok
0.084	92	560.79	ok
0.085	94	559.88	ok
0.107	132	551.37	ok
0.1	105	559.81	ok
0.135	148	539.62	ok
0.114	136	561.5	ok
