t_rel	session_idx	ms	outcome
0.005	3	167.08	ok
0.009	7	170.34	ok
0.051	29	128.58	ok
0.003	0	178.04	ok
0.052	31	129.13	ok
0.026	15	159.13	ok
0.052	32	137.47	ok
0.04	18	153.29	ok
0.051	30	142.41	ok
0.054	35	140.09	ok
0.053	34	144.82	ok
0.005	4	194.34	ok
0.038	17	167.13	ok
0.031	16	176.45	ok
0.053	33	154.81	ok
0.055	37	163.57	ok
0.004	1	214.88	ok
0.014	10	209.04	ok
0.045	19	178.2	ok
0.054	36	168.77	ok
0.004	2	218.91	ok
0.008	6	228.81	ok
0.055	38	184.34	ok
0.012	9	227.82	ok
0.01	8	238.54	ok
0.047	20	231.28	ok
0.057	40	239.05	ok
0.017	12	278.53	ok
0.048	22	247.96	ok
0.048	21	248.66	ok
0.049	24	247.7	ok
0.007	5	289.22	ok
0.049	23	252.35	ok
0.056	39	248.79	ok
0.015	11	289.94	ok
0.057	41	248.16	ok
0.058	42	247.84	ok
0.05	27	258.77	ok
0.02	13	289.24	ok
0.058	43	251.61	ok
0.049	25	260.66	ok
0.023	14	289.18	ok
0.05	26	262.69	ok
0.059	45	258.42	ok
0.059	44	265.96	ok
0.05	28	274.59	ok
0.061	49	264.6	ok
0.06	47	265.99	ok
0.06	46	266.38	ok
0.062	50	270.41	ok
0.06	48	271.85	ok
0.062	51	302.3	ok
0.063	53	302.96	ok
0.064	55	331.68	ok
0.063	54	332.5	ok
0.065	58	331.95	ok
0.062	52	334.51	ok
0.064	56	335.71	ok
0.065	60	342.85	ok
0.064	57	344.3	ok
0.075	105	338.81	ok
0.065	59	349.24	ok
0.069	71	345.68	ok
0.068	69	347.13	ok
0.088	156	328.91	ok
0.082	132	335.6	ok
0.084	146	333.64	ok
0.086	150	337.1	ok
0.073	92	350.62	ok
0.071	85	352.45	ok
0.084	144	340.78	ok
0.089	159	335.92	ok
0.077	114	363.37	ok
0.078	121	362.43	ok
0.078	118	363.5	ok
0.076	111	390.75	ok
0.071	79	396.77	ok
0.082	131	386.14	ok
0.083	139	385.63	ok
0.078	120	390.93	ok
0.066	61	415.02	ok
0.087	154	404.55	ok
0.076	109	416.57	ok
0.075	107	425.88	ok
0.083	142	421.95	ok
0.072	86	434.09	ok
0.076	112	443.84	ok
0.076	108	445.18	ok
0.079	122	451.15	ok
0.089	158	441.77	ok
0.082	136	449.84	ok
0.077	115	456.42	ok
0.071	81	482.02	ok
0.083	137	473.38	ok
0.083	141	473.32	ok
0.069	73	487.48	ok
0.075	106	485.18	ok
0.067	68	493.48	ok
0.077	117	484.17	ok
0.069	72	492.77	ok
0.086	152	494.78	ok
0.074	97	508.33	ok
0.068	70	514.16	ok
0.084	145	499.18	ok
0.071	83	512.17	ok
0.071	80	513.07	ok
0.086	151	498.14	ok
0.083	138	502.06	ok
0.067	67	518.03	ok
0.079	125	525.27	ok
0.083	143	525.78	ok
0.079	123	546.34	ok
0.067	66	558.59	ok
0.071	82	555.69	ok
0.07	76	557.03	ok
0.081	126	551.66	ok
0.088	157	546.48	ok
0.082	135	555.34	ok
0.077	116	566.13	ok
0.083	140	566.22	ok
0.076	113	573.61	ok
0.076	110	574.64	ok
0.074	100	577.01	ok
0.071	84	580.32	ok
0.085	147	567.35	ok
0.085	148	567.59	ok
0.07	75	598.89	ok
0.072	88	599.71	ok
0.079	124	595.58	ok
0.082	130	593.35	ok
0.073	91	606.36	ok
0.074	99	610.47	ok
0.072	89	616.03	ok
0.088	155	602.41	ok
0.07	77	620.17	ok
0.073	94	617.75	ok
0.07	78	620.9	ok
0.073	96	618.38	ok
0.073	93	625.18	ok
0.072	87	629.12	ok
0.074	98	629.4	ok
0.082	129	633.02	ok
0.081	127	648.45	ok
0.087	153	643.16	ok
0.072	90	658.35	ok
0.082	133	649.1	ok
0.075	103	675.67	ok
0.074	102	676.21	ok
0.074	101	676.72	ok
0.067	65	690.61	ok
0.07	74	688.29	ok
0.066	63	698.76	ok
0.073	95	692.16	ok
0.066	62	699.97	ok
0.336	0	430.96	ok
0.075	104	695.13	ok
0.082	134	692.72	ok
0.338	2	437.86	ok
0.085	149	692.25	ok
0.339	1	438.72	ok
0.342	7	436.51	ok
0.34	3	447.93	ok
0.078	119	715.46	ok
0.341	5	452.85	ok
0.067	64	727.45	ok
0.081	128	718.87	ok
0.343	8	459.74	ok
0.345	9	459.7	ok
0.347	10	461.83	ok
0.347	6	461.78	ok
0.346	4	463.29	ok
0.349	11	461.55	ok
0.351	12	464.05	ok
0.354	13	461.66	ok
0.36	14	460.36	ok
0.365	16	457.96	ok
0.359	15	463.49	ok
0.371	17	452.1	ok
0.373	18	450.53	ok
0.378	19	449.9	ok
0.382	22	446.66	ok
0.382	23	456.11	ok
0.381	20	458.34	ok
0.382	24	457.2	ok
0.381	21	459.49	ok
0.384	28	470.26	ok
0.383	25	473.62	ok
0.383	26	473.66	ok
0.385	31	472.77	ok
0.384	27	486.65	ok
0.384	30	488.79	ok
0.386	32	488.13	ok
0.384	29	490.78	ok
0.386	33	492.87	ok
0.388	37	491.58	ok
0.387	34	493.71	ok
0.387	35	495.63	ok
0.388	36	501.02	ok
0.389	39	500.81	ok
0.391	42	506.3	ok
0.39	41	507.56	ok
0.392	45	506.77	ok
0.389	38	510.99	ok
0.39	40	517.03	ok
0.392	44	518.88	ok
0.392	43	519.69	ok
0.393	47	521.12	ok
0.393	46	523.78	ok
0.397	52	523.39	ok
0.396	51	525.44	ok
0.394	48	527.83	ok
0.397	55	535.56	ok
0.397	54	541.11	ok
0.395	49	544.08	ok
0.398	58	548.35	ok
0.396	50	550.29	ok
0.4	56	554.18	ok
0.408	60	548.52	ok
0.409	57	548.51	ok
0.396	53	561.91	ok
0.415	71	544.67	ok
0.414	105	547.32	ok
0.418	132	552.4	ok
0.415	69	555.54	ok
0.414	59	556.53	ok
0.423	150	554.21	ok
0.423	92	554.06	ok
0.424	85	554.17	ok
0.418	146	560.39	ok
0.422	156	557.28	ok
0.44	114	542.79	ok
0.425	159	564.76	ok
0.441	121	554.77	ok
0.468	79	528.58	ok
0.441	118	555.45	ok
0.424	144	572.7	ok
0.467	111	532.33	ok
0.468	131	533.45	ok
0.469	139	539.91	ok
0.492	109	519.28	ok
0.469	120	543.03	ok
0.481	61	532.71	ok
0.506	86	511.28	ok
0.505	142	513.95	ok
0.501	107	520.64	ok
0.492	154	530.46	ok
0.52	112	511.99	ok
0.521	108	517.44	ok
0.53	122	508.83	ok
0.53	158	510.95	ok
0.532	136	510.32	ok
0.534	115	514.42	ok
0.553	81	497.03	ok
0.557	73	494.9	ok
0.562	117	495.55	ok
0.561	68	496.56	ok
0.556	141	501.64	ok
0.556	137	502.8	ok
0.562	72	497.58	ok
0.56	106	499.48	ok
0.584	83	481.76	ok
0.581	152	493.42	ok
0.584	151	495.26	ok
0.583	145	499.95	ok
0.582	97	502.8	ok
0.586	67	501.05	ok
0.583	70	507.28	ok
0.585	138	512.26	ok
0.609	143	490.61	ok
0.626	66	475.84	ok
0.605	125	497.39	ok
0.584	80	520.49	ok
0.625	123	479.46	ok
0.627	76	486.4	ok
0.633	126	481.44	ok
0.649	140	469.72	ok
0.627	82	492.65	ok
0.635	157	485.04	ok
0.638	135	482.55	ok
0.651	110	474.72	ok
0.65	113	476.37	ok
0.643	116	483.58	ok
0.652	147	475.19	ok
0.651	100	485.68	ok
0.653	148	484.66	ok
0.652	84	490.15	ok
0.669	75	473.49	ok
0.672	88	471.07	ok
0.675	130	473.0	ok
0.679	91	475.56	ok
0.675	124	480.32	ok
0.685	99	479.47	ok
0.69	155	477.23	ok
0.691	94	478.77	ok
0.692	96	490.8	ok
0.688	89	494.87	ok
0.691	78	494.96	ok
0.698	93	488.86	ok
0.691	77	497.1	ok
0.703	98	485.67	ok
0.73	153	462.12	ok
