t_rel	session_idx	ms	outcome
0.017	2	139.35	ok
0.016	1	139.91	ok
0.003	0	165.52	ok
0.02	9	150.89	ok
0.019	7	152.23	ok
0.019	8	152.05	ok
0.017	4	154.0	ok
0.018	6	153.21	ok
0.018	5	153.75	ok
0.017	3	157.66	ok
0.02	10	154.96	ok
0.02	11	154.71	ok
0.021	13	158.63	ok
0.023	14	167.48	ok
0.021	12	170.78	ok
0.023	15	168.97	ok
0.024	18	171.17	ok
0.023	16	171.69	ok
0.024	20	230.82	ok
0.023	17	236.89	ok
0.025	22	241.08	ok
0.024	19	242.83	ok
0.026	24	243.78	ok
0.026	23	255.15	ok
0.027	27	254.16	ok
0.027	28	254.08	ok
0.027	26	356.63	ok
0.028	29	355.94	ok
0.024	21	361.75	ok
0.026	25	361.74	ok
0.028	30	360.37	ok
0.031	35	357.63	ok
0.036	48	357.91	ok
0.04	54	354.66	ok
0.037	49	358.39	ok
0.034	41	361.21	ok
0.103	152	292.64	ok
0.041	56	355.13	ok
0.033	37	364.04	ok
0.044	59	353.01	ok
0.036	47	361.87	ok
0.035	46	362.45	ok
0.035	43	363.85	ok
0.028	31	370.86	ok
0.042	57	357.88	ok
0.037	50	362.95	ok
0.033	38	367.51	ok
0.029	32	372.27	ok
0.035	44	366.58	ok
0.035	42	367.63	ok
0.032	36	371.02	ok
0.03	33	373.44	ok
0.033	39	370.53	ok
0.044	58	360.51	ok
0.044	60	360.5	ok
0.035	45	370.13	ok
0.038	53	367.35	ok
0.04	55	365.96	ok
0.034	40	373.12	ok
0.038	52	369.54	ok
0.03	34	377.51	ok
0.038	51	370.66	ok
0.097	126	374.61	ok
0.107	158	380.88	ok
0.089	111	405.93	ok
0.1	144	395.4	ok
0.103	150	398.31	ok
0.086	103	415.26	ok
0.097	127	407.26	ok
0.108	159	412.31	ok
0.088	109	432.1	ok
0.101	146	428.19	ok
0.079	91	450.15	ok
0.101	145	431.37	ok
0.079	90	454.02	ok
0.105	154	429.57	ok
0.048	76	488.3	ok
0.082	98	454.86	ok
0.092	118	445.29	ok
0.107	156	436.95	ok
0.045	61	499.86	ok
0.047	73	498.18	ok
0.054	82	505.67	ok
0.09	113	470.54	ok
0.058	84	503.27	ok
0.08	93	481.62	ok
0.085	102	477.0	ok
0.104	153	458.22	ok
0.048	77	516.18	ok
0.087	104	485.2	ok
0.09	114	490.07	ok
0.077	88	507.03	ok
0.054	81	530.82	ok
0.097	129	487.64	ok
0.087	105	498.21	ok
0.098	134	487.65	ok
0.103	149	486.43	ok
0.099	138	496.73	ok
0.102	147	495.31	ok
0.096	124	502.25	ok
0.105	155	494.9	ok
0.099	135	503.85	ok
0.08	92	532.33	ok
0.098	130	515.16	ok
0.078	89	537.12	ok
0.093	119	546.02	ok
0.099	136	551.29	ok
0.102	148	562.2	ok
0.089	112	579.72	ok
0.091	117	578.02	ok
0.049	79	620.51	ok
0.088	106	587.39	ok
0.096	125	587.05	ok
0.049	78	634.91	ok
0.098	131	592.2	ok
0.099	139	591.3	ok
0.1	142	590.85	ok
0.1	141	591.42	ok
0.1	143	595.49	ok
0.094	120	602.15	ok
0.095	123	601.44	ok
0.097	128	604.94	ok
0.103	151	601.12	ok
0.091	116	613.55	ok
0.088	108	639.54	ok
0.099	140	630.25	ok
0.094	121	637.9	ok
0.06	86	672.98	ok
0.081	95	652.32	ok
0.088	107	661.9	ok
0.089	110	665.45	ok
0.048	75	707.04	ok
0.085	101	670.96	ok
0.046	66	712.66	ok
0.045	65	713.28	ok
0.095	122	664.54	ok
0.046	67	713.9	ok
0.047	74	718.82	ok
0.046	72	719.94	ok
0.05	80	725.18	ok
0.046	69	732.1	ok
0.081	94	698.58	ok
0.058	85	723.2	ok
0.046	70	735.61	ok
0.091	115	691.49	ok
0.045	62	740.04	ok
0.06	87	726.38	ok
0.045	64	741.76	ok
0.098	132	690.08	ok
0.045	63	748.64	ok
0.084	100	718.0	ok
0.083	99	720.42	ok
0.046	71	762.93	ok
0.098	133	714.16	ok
0.056	83	763.88	ok
0.081	97	738.32	ok
0.046	68	774.28	ok
