ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-09-13T15:19:38Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	cpu	17804686.2	iter/s	0.1685	
2026-09-13T15:19:38Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	infer	64.24	fps	1.5566	0.10.21
