ts	commit	ncpu	physical	python	model	axis	rate	unit	sec	note
2026-09-13T15:27:53Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	cpu	17780121.6	iter/s	0.1687	
2026-09-13T15:27:53Z	838d816	16	8	3.12.14	Intel(R) Xeon(R) Platinum 8488C	infer	64.93	fps	1.5401	0.10.21
