dataset	target	arm	query	driving	max_q_access	max_q_all	handler	top_ms	nodes(est/act x loops q)
skew_t34_skew	T34	S1	T4.count.CANCELLED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	142	0.179	Aggregate 1/1x1 q1.0 ; Filter 141/141x1 q1.0 ; exercise_sessions:idx_session_status_starttime 141/141x1 q1.0
skew_t34_skew	T34	S1	T4.list.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	32.8	32.8	20	0.517	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/20x1 q32.8
skew_t34_skew	T34	S1	T4.listForceTime.CANCELLED.w30	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	0.99	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S1	T4.count.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	657	0.59	Aggregate 1/1x1 q1.0 ; Filter 656/656x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/656x1 q1.0
skew_t34_skew	T34	S1	T4.list.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	737.8	737.8	20	4.24	Limit 20/20x1 q1.0 ; Filter 14756/20x1 q737.8 ; exercise_sessions:idx_session_status_starttime 14756/20x1 q737.8
skew_t34_skew	T34	S1	T4.listForceTime.CANCELLED.w0	exercise_sessions(idx_session_starttime_member)	12.8	12.8	257	1.07	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/256x1 q12.8
skew_t34_skew	T34	S1	T4.count.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	1.8	1.8	8041	16.8	Aggregate 1/1x1 q1.0 ; Filter 14756/8040x1 q1.8 ; exercise_sessions:idx_session_status_starttime 14756/8040x1 q1.8
skew_t34_skew	T34	S1	T4.list.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	2.9	2.9	20	0.352	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/20x1 q2.9
skew_t34_skew	T34	S1	T4.listForceTime.IN_PROGRESS.w1	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.431	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S1	T4.count.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	58	0.0895	Aggregate 1/1x1 q1.0 ; Filter 57/57x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/57x1 q1.0
skew_t34_skew	T34	S1	T4.list.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	20.2	20.2	20	0.462	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/20x1 q20.2
skew_t34_skew	T34	S1	T4.listForceTime.IN_PROGRESS.w7	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.465	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S1	T4.count.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	405	0.461	Aggregate 1/1x1 q1.0 ; Filter 404/404x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/404x1 q1.0
skew_t34_skew	T34	S1	T4.list.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	83.8	83.8	20	0.873	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/20x1 q83.8
skew_t34_skew	T34	S1	T4.listForceTime.IN_PROGRESS.w30	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.552	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S1	T4.count.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1678	2.21	Aggregate 1/1x1 q1.0 ; Filter 1677/1677x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/1677x1 q1.0
skew_t34_skew	T34	S1	T4.list.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2312.9	2312.9	20	18.1	Limit 20/20x1 q1.0 ; Filter 46258/20x1 q2312.9 ; exercise_sessions:idx_session_status_starttime 46258/20x1 q2312.9
skew_t34_skew	T34	S1	T4.listForceTime.IN_PROGRESS.w0	exercise_sessions(idx_session_starttime_member)	5.0	5.0	102	0.381	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/101x1 q5.0
skew_t34_skew	T34	S1	T4.count.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2.3	2.3	19947	27.5	Aggregate 1/1x1 q1.0 ; Filter 46258/19946x1 q2.3 ; exercise_sessions:idx_session_status_starttime 46258/19946x1 q2.3
skew_t34_skew	T34	S1	T4.list.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	9.4	9.4	20	0.307	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/20x1 q9.4
skew_t34_skew	T34	S1	T4.listForceTime.COMPLETED.w1	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.179	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S1	T4.count.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	190	0.247	Aggregate 1/1x1 q1.0 ; Filter 189/189x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/189x1 q1.0
skew_t34_skew	T34	S1	T4.list.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	70.7	70.7	20	0.672	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/20x1 q70.7
skew_t34_skew	T34	S1	T4.listForceTime.COMPLETED.w7	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.143	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S1	T4.count.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1415	1.57	Aggregate 1/1x1 q1.0 ; Filter 1414/1414x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/1414x1 q1.0
skew_t34_skew	T34	S1	T4.list.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	286.1	286.1	20	2.46	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/20x1 q286.1
skew_t34_skew	T34	S1	T4.listForceTime.COMPLETED.w30	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.141	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S1	T4.count.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	5724	5.58	Aggregate 1/1x1 q1.0 ; Filter 5723/5723x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/5723x1 q1.0
skew_t34_skew	T34	S1	T4.list.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	2500.2	2500.2	20	17.6	Limit 20/20x1 q1.0 ; Filter 50003/20x1 q2500.2 ; exercise_sessions:idx_session_status_starttime 50003/20x1 q2500.2
skew_t34_skew	T34	S1	T4.listForceTime.COMPLETED.w0	exercise_sessions(idx_session_starttime_member)	1.4	4.0	28	0.216	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/27x1 q1.4
skew_t34_skew	T34	S1	T4.count.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	1.4	1.4	69941	89.6	Aggregate 1/1x1 q1.0 ; Filter 50003/69940x1 q1.4 ; exercise_sessions:idx_session_status_starttime 50003/69940x1 q1.4
skew_t34_skew	T34	S2	T3.a.day	exercise_sessions(idx_session_starttime_member)	1.0	1.0	276	0.698	Aggregate 1/1x1 q1.0 ; Filter 275/275x1 q1.0 ; exercise_sessions:idx_session_starttime_member 275/275x1 q1.0
skew_t34_skew	T34	S2	T3.b.status	exercise_sessions(idx_session_status_starttime)	1.0	1.3	99997	186.0	Group aggregate 3/4x1 q1.3 ; exercise_sessions:idx_session_status_starttime 99630/99995x1 q1.0
skew_t34_skew	T34	S2	T4.list.FAILED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	9	0.0763	Limit 8/8x1 q1.0 ; exercise_sessions:idx_session_status_starttime 8/8x1 q1.0
skew_t34_skew	T34	S2	T4.listForceTime.FAILED.w1	exercise_sessions(idx_session_starttime_member)	275.0	275.0	277	1.47	Limit 0.05/8x1 q8.0 ; Filter 0.05/8x1 q8.0 ; exercise_sessions:idx_session_starttime_member 1/275x1 q275.0
skew_t34_skew	T34	S2	T4.count.FAILED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	9	0.0349	Aggregate 1/1x1 q1.0 ; Filter 8/8x1 q1.0 ; exercise_sessions:idx_session_status_starttime 8/8x1 q1.0
skew_t34_skew	T34	S2	T4.list.FAILED.w7	exercise_sessions(idx_session_status_starttime)	2.1	2.1	20	0.214	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 42/20x1 q2.1
skew_t34_skew	T34	S2	T4.listForceTime.FAILED.w7	exercise_sessions(idx_session_starttime_member)	895.0	895.0	896	5.88	Limit 0.05/20x1 q20.0 ; Filter 0.05/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/895x1 q895.0
skew_t34_skew	T34	S2	T4.count.FAILED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	43	0.0662	Aggregate 1/1x1 q1.0 ; Filter 42/42x1 q1.0 ; exercise_sessions:idx_session_status_starttime 42/42x1 q1.0
skew_t34_skew	T34	S2	T4.list.FAILED.w30	exercise_sessions(idx_session_status_starttime)	8.2	8.2	20	0.434	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 163/20x1 q8.2
skew_t34_skew	T34	S2	T4.listForceTime.FAILED.w30	exercise_sessions(idx_session_starttime_member)	895.0	895.0	896	3.76	Limit 0.05/20x1 q20.0 ; Filter 0.05/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/895x1 q895.0
skew_t34_skew	T34	S2	T4.count.FAILED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	164	0.159	Aggregate 1/1x1 q1.0 ; Filter 163/163x1 q1.0 ; exercise_sessions:idx_session_status_starttime 163/163x1 q1.0
skew_t34_skew	T34	S2	T4.list.FAILED.w0	exercise_sessions(idx_session_status_starttime)	103.5	103.5	20	0.697	Limit 20/20x1 q1.0 ; Filter 2069/20x1 q103.5 ; exercise_sessions:idx_session_status_starttime 2069/20x1 q103.5
skew_t34_skew	T34	S2	T4.listForceTime.FAILED.w0	exercise_sessions(idx_session_starttime_member)	44.8	44.8	896	2.97	Limit 0.415/20x1 q20.0 ; Filter 0.415/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 20/895x1 q44.8
skew_t34_skew	T34	S2	T4.count.FAILED.w0	exercise_sessions(idx_session_status_starttime)	1.0	1.0	2070	1.54	Aggregate 1/1x1 q1.0 ; Filter 2069/2069x1 q1.0 ; exercise_sessions:idx_session_status_starttime 2069/2069x1 q1.0
skew_t34_skew	T34	S2	T4.list.CANCELLED.w1	exercise_sessions(idx_session_status_starttime)	1.1	1.1	20	0.122	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 21/20x1 q1.1
skew_t34_skew	T34	S2	T4.listForceTime.CANCELLED.w1	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	4.19	Limit 0.081/20x1 q20.0 ; Filter 0.081/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S2	T4.count.CANCELLED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	22	0.124	Aggregate 1/1x1 q1.0 ; Filter 21/21x1 q1.0 ; exercise_sessions:idx_session_status_starttime 21/21x1 q1.0
skew_t34_skew	T34	S2	T4.list.CANCELLED.w7	exercise_sessions(idx_session_status_starttime)	7.0	7.0	20	0.481	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 141/20x1 q7.0
skew_t34_skew	T34	S2	T4.listForceTime.CANCELLED.w7	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	0.894	Limit 0.081/20x1 q20.0 ; Filter 0.081/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S2	T4.count.CANCELLED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	142	0.2	Aggregate 1/1x1 q1.0 ; Filter 141/141x1 q1.0 ; exercise_sessions:idx_session_status_starttime 141/141x1 q1.0
skew_t34_skew	T34	S2	T4.list.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	32.8	32.8	20	2.17	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/20x1 q32.8
skew_t34_skew	T34	S2	T4.listForceTime.CANCELLED.w30	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	1.41	Limit 0.081/20x1 q20.0 ; Filter 0.081/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S2	T4.count.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	657	0.746	Aggregate 1/1x1 q1.0 ; Filter 656/656x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/656x1 q1.0
skew_t34_skew	T34	S2	T4.list.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	737.8	737.8	20	4.7	Limit 20/20x1 q1.0 ; Filter 14756/20x1 q737.8 ; exercise_sessions:idx_session_status_starttime 14756/20x1 q737.8
skew_t34_skew	T34	S2	T4.listForceTime.CANCELLED.w0	exercise_sessions(idx_session_starttime_member)	12.8	12.8	257	0.855	Limit 1.62/20x1 q12.3 ; Filter 1.62/20x1 q12.3 ; exercise_sessions:idx_session_starttime_member 20/256x1 q12.8
skew_t34_skew	T34	S2	T4.count.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	1.8	1.8	8041	16.8	Aggregate 1/1x1 q1.0 ; Filter 14756/8040x1 q1.8 ; exercise_sessions:idx_session_status_starttime 14756/8040x1 q1.8
skew_t34_skew	T34	S2	T4.list.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	2.9	2.9	20	0.3	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/20x1 q2.9
skew_t34_skew	T34	S2	T4.listForceTime.IN_PROGRESS.w1	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.406	Limit 0.199/20x1 q20.0 ; Filter 0.199/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S2	T4.count.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	58	0.111	Aggregate 1/1x1 q1.0 ; Filter 57/57x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/57x1 q1.0
skew_t34_skew	T34	S2	T4.list.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	20.2	20.2	20	0.497	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/20x1 q20.2
skew_t34_skew	T34	S2	T4.listForceTime.IN_PROGRESS.w7	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.457	Limit 0.199/20x1 q20.0 ; Filter 0.199/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S2	T4.count.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	405	0.517	Aggregate 1/1x1 q1.0 ; Filter 404/404x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/404x1 q1.0
skew_t34_skew	T34	S2	T4.list.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	83.8	83.8	20	0.832	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/20x1 q83.8
skew_t34_skew	T34	S2	T4.listForceTime.IN_PROGRESS.w30	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.628	Limit 0.199/20x1 q20.0 ; Filter 0.199/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S2	T4.count.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1678	12.4	Aggregate 1/1x1 q1.0 ; Filter 1677/1677x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/1677x1 q1.0
skew_t34_skew	T34	S2	T4.list.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2312.9	2312.9	20	11.9	Limit 20/20x1 q1.0 ; Filter 46258/20x1 q2312.9 ; exercise_sessions:idx_session_status_starttime 46258/20x1 q2312.9
skew_t34_skew	T34	S2	T4.listForceTime.IN_PROGRESS.w0	exercise_sessions(idx_session_starttime_member)	5.0	5.0	102	0.388	Limit 3.98/20x1 q5.0 ; Filter 3.98/20x1 q5.0 ; exercise_sessions:idx_session_starttime_member 20/101x1 q5.0
skew_t34_skew	T34	S2	T4.count.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2.3	2.3	19947	50.8	Aggregate 1/1x1 q1.0 ; Filter 46258/19946x1 q2.3 ; exercise_sessions:idx_session_status_starttime 46258/19946x1 q2.3
skew_t34_skew	T34	S2	T4.list.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	9.4	9.4	20	12.0	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/20x1 q9.4
skew_t34_skew	T34	S2	T4.listForceTime.COMPLETED.w1	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.25	Limit 0.699/20x1 q20.0 ; Filter 0.699/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S2	T4.count.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	190	0.415	Aggregate 1/1x1 q1.0 ; Filter 189/189x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/189x1 q1.0
skew_t34_skew	T34	S2	T4.list.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	70.7	70.7	20	0.975	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/20x1 q70.7
skew_t34_skew	T34	S2	T4.listForceTime.COMPLETED.w7	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.303	Limit 0.699/20x1 q20.0 ; Filter 0.699/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S2	T4.count.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1415	2.16	Aggregate 1/1x1 q1.0 ; Filter 1414/1414x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/1414x1 q1.0
skew_t34_skew	T34	S2	T4.list.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	286.1	286.1	20	2.5	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/20x1 q286.1
skew_t34_skew	T34	S2	T4.listForceTime.COMPLETED.w30	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.307	Limit 0.699/20x1 q20.0 ; Filter 0.699/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S2	T4.count.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	5724	10.2	Aggregate 1/1x1 q1.0 ; Filter 5723/5723x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/5723x1 q1.0
skew_t34_skew	T34	S2	T4.list.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	2490.8	2490.8	20	10.4	Limit 20/20x1 q1.0 ; Filter 49815/20x1 q2490.8 ; exercise_sessions:idx_session_status_starttime 49815/20x1 q2490.8
skew_t34_skew	T34	S2	T4.listForceTime.COMPLETED.w0	exercise_sessions(idx_session_starttime_member)	1.4	1.4	28	0.2	Limit 14/20x1 q1.4 ; Filter 14/20x1 q1.4 ; exercise_sessions:idx_session_starttime_member 20/27x1 q1.4
skew_t34_skew	T34	S2	T4.count.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	1.4	1.4	69941	171.0	Aggregate 1/1x1 q1.0 ; Filter 49815/69940x1 q1.4 ; exercise_sessions:idx_session_status_starttime 49815/69940x1 q1.4
skew_t34_skew	T34	S3	T3.a.day	exercise_sessions(idx_session_starttime_member)	1.0	1.0	276	0.275	Aggregate 1/1x1 q1.0 ; Filter 275/275x1 q1.0 ; exercise_sessions:idx_session_starttime_member 275/275x1 q1.0
skew_t34_skew	T34	S3	T3.b.status	exercise_sessions(idx_session_status_starttime)	1.0	1.0	99997	193.0	Group aggregate 4/4x1 q1.0 ; exercise_sessions:idx_session_status_starttime 99995/99995x1 q1.0
skew_t34_skew	T34	S3	T4.list.FAILED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	9	0.0861	Limit 8/8x1 q1.0 ; exercise_sessions:idx_session_status_starttime 8/8x1 q1.0
skew_t34_skew	T34	S3	T4.listForceTime.FAILED.w1	exercise_sessions(idx_session_starttime_member)	275.0	275.0	277	0.938	Limit 0.25/8x1 q8.0 ; Filter 0.25/8x1 q8.0 ; exercise_sessions:idx_session_starttime_member 1/275x1 q275.0
skew_t34_skew	T34	S3	T4.count.FAILED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	9	0.046	Aggregate 1/1x1 q1.0 ; Filter 8/8x1 q1.0 ; exercise_sessions:idx_session_status_starttime 8/8x1 q1.0
skew_t34_skew	T34	S3	T4.list.FAILED.w7	exercise_sessions(idx_session_status_starttime)	2.1	2.1	20	0.191	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 42/20x1 q2.1
skew_t34_skew	T34	S3	T4.listForceTime.FAILED.w7	exercise_sessions(idx_session_starttime_member)	895.0	895.0	896	3.01	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/895x1 q895.0
skew_t34_skew	T34	S3	T4.count.FAILED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	43	0.0668	Aggregate 1/1x1 q1.0 ; Filter 42/42x1 q1.0 ; exercise_sessions:idx_session_status_starttime 42/42x1 q1.0
skew_t34_skew	T34	S3	T4.list.FAILED.w30	exercise_sessions(idx_session_status_starttime)	8.2	8.2	20	0.377	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 163/20x1 q8.2
skew_t34_skew	T34	S3	T4.listForceTime.FAILED.w30	exercise_sessions(idx_session_starttime_member)	895.0	895.0	896	3.97	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/895x1 q895.0
skew_t34_skew	T34	S3	T4.count.FAILED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	164	0.222	Aggregate 1/1x1 q1.0 ; Filter 163/163x1 q1.0 ; exercise_sessions:idx_session_status_starttime 163/163x1 q1.0
skew_t34_skew	T34	S3	T4.list.FAILED.w0	exercise_sessions(idx_session_status_starttime)	103.5	103.5	20	0.716	Limit 20/20x1 q1.0 ; Filter 2069/20x1 q103.5 ; exercise_sessions:idx_session_status_starttime 2069/20x1 q103.5
skew_t34_skew	T34	S3	T4.listForceTime.FAILED.w0	exercise_sessions(idx_session_starttime_member)	44.8	44.8	896	11.8	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/895x1 q44.8
skew_t34_skew	T34	S3	T4.count.FAILED.w0	exercise_sessions(idx_session_status_starttime)	1.0	1.0	2070	10.2	Aggregate 1/1x1 q1.0 ; Filter 2069/2069x1 q1.0 ; exercise_sessions:idx_session_status_starttime 2069/2069x1 q1.0
skew_t34_skew	T34	S3	T4.list.CANCELLED.w1	exercise_sessions(idx_session_status_starttime)	1.1	1.1	20	0.139	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 21/20x1 q1.1
skew_t34_skew	T34	S3	T4.listForceTime.CANCELLED.w1	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	1.01	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S3	T4.count.CANCELLED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	22	0.0564	Aggregate 1/1x1 q1.0 ; Filter 21/21x1 q1.0 ; exercise_sessions:idx_session_status_starttime 21/21x1 q1.0
skew_t34_skew	T34	S3	T4.list.CANCELLED.w7	exercise_sessions(idx_session_status_starttime)	7.0	7.0	20	0.548	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 141/20x1 q7.0
skew_t34_skew	T34	S3	T4.listForceTime.CANCELLED.w7	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	2.96	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S3	T4.count.CANCELLED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	142	0.153	Aggregate 1/1x1 q1.0 ; Filter 141/141x1 q1.0 ; exercise_sessions:idx_session_status_starttime 141/141x1 q1.0
skew_t34_skew	T34	S3	T4.list.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	32.8	32.8	20	0.497	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/20x1 q32.8
skew_t34_skew	T34	S3	T4.listForceTime.CANCELLED.w30	exercise_sessions(idx_session_starttime_member)	256.0	256.0	257	1.41	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/256x1 q256.0
skew_t34_skew	T34	S3	T4.count.CANCELLED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	657	0.551	Aggregate 1/1x1 q1.0 ; Filter 656/656x1 q1.0 ; exercise_sessions:idx_session_status_starttime 656/656x1 q1.0
skew_t34_skew	T34	S3	T4.list.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	737.8	737.8	20	4.66	Limit 20/20x1 q1.0 ; Filter 14756/20x1 q737.8 ; exercise_sessions:idx_session_status_starttime 14756/20x1 q737.8
skew_t34_skew	T34	S3	T4.listForceTime.CANCELLED.w0	exercise_sessions(idx_session_starttime_member)	12.8	12.8	257	0.915	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/256x1 q12.8
skew_t34_skew	T34	S3	T4.count.CANCELLED.w0	exercise_sessions(idx_session_status_starttime)	1.8	1.8	8041	16.2	Aggregate 1/1x1 q1.0 ; Filter 14756/8040x1 q1.8 ; exercise_sessions:idx_session_status_starttime 14756/8040x1 q1.8
skew_t34_skew	T34	S3	T4.list.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	2.9	2.9	20	0.238	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/20x1 q2.9
skew_t34_skew	T34	S3	T4.listForceTime.IN_PROGRESS.w1	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.487	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
