t_rel	session_idx	ms	outcome
0.045	28	112.36	ok
0.004	2	154.19	ok
0.046	29	113.21	ok
0.03	15	128.88	ok
0.047	30	115.94	ok
0.002	0	160.54	ok
0.036	16	138.72	ok
0.023	14	151.5	ok
0.005	6	169.0	ok
0.048	32	134.86	ok
0.008	8	174.93	ok
0.038	17	145.18	ok
0.014	11	169.12	ok
0.048	31	137.17	ok
0.008	7	178.6	ok
0.004	3	183.16	ok
0.04	18	147.18	ok
0.005	4	183.22	ok
0.005	5	184.52	ok
0.049	33	141.0	ok
0.003	1	186.83	ok
0.05	34	141.48	ok
0.042	21	149.98	ok
0.042	19	161.0	ok
0.042	20	160.87	ok
0.05	36	152.52	ok
0.011	10	204.68	ok
0.009	9	216.13	ok
0.043	22	183.26	ok
0.044	24	192.05	ok
0.043	23	194.13	ok
0.044	25	196.66	ok
0.05	35	192.28	ok
0.052	37	191.57	ok
0.044	26	199.39	ok
0.016	12	234.22	ok
0.019	13	232.16	ok
0.053	41	200.32	ok
0.052	38	238.98	ok
0.053	40	257.21	ok
0.045	27	427.3	ok
0.057	47	415.46	ok
0.058	50	414.93	ok
0.057	49	415.65	ok
0.057	48	416.39	ok
0.055	43	418.28	ok
0.056	44	418.49	ok
0.053	39	421.69	ok
0.06	52	414.52	ok
0.061	54	414.19	ok
0.056	46	418.76	ok
0.056	45	419.86	ok
0.054	42	422.41	ok
0.062	58	414.96	ok
0.062	57	415.68	ok
0.061	56	417.4	ok
0.059	51	419.62	ok
0.06	53	418.92	ok
0.063	61	419.29	ok
0.063	59	419.99	ok
0.064	63	419.04	ok
0.063	60	421.54	ok
0.089	137	395.51	ok
0.085	104	400.55	ok
0.096	152	389.67	ok
0.079	93	407.18	ok
0.082	97	404.56	ok
0.077	86	409.67	ok
0.079	94	407.95	ok
0.061	55	426.11	ok
0.091	146	396.44	ok
0.09	140	398.22	ok
0.098	156	390.47	ok
0.065	67	423.13	ok
0.097	155	392.48	ok
0.073	81	475.75	ok
0.086	110	464.11	ok
0.074	82	476.31	ok
0.091	144	459.82	ok
0.088	129	462.31	ok
0.092	147	459.23	ok
0.093	150	458.68	ok
0.087	118	464.92	ok
0.087	123	476.44	ok
0.084	100	480.35	ok
0.097	153	468.18	ok
0.09	142	475.41	ok
0.087	116	479.14	ok
0.098	158	467.77	ok
0.086	115	482.29	ok
0.092	149	478.09	ok
0.097	154	474.23	ok
0.074	83	497.89	ok
0.088	126	486.78	ok
0.098	157	495.04	ok
0.089	132	563.84	ok
0.077	88	575.37	ok
0.071	75	584.7	ok
0.07	73	589.75	ok
0.081	96	581.86	ok
0.089	139	576.5	ok
0.09	141	576.71	ok
0.066	68	604.34	ok
0.086	114	586.46	ok
0.089	135	592.24	ok
0.092	148	589.43	ok
0.078	90	605.59	ok
0.077	87	607.68	ok
0.086	112	599.46	ok
