t_rel	session_idx	ms	outcome
0.044	24	119.12	ok
0.067	42	110.75	ok
0.066	41	112.16	ok
0.003	1	175.4	ok
0.068	43	110.4	ok
0.005	5	175.24	ok
0.007	8	179.5	ok
0.004	3	182.59	ok
0.003	0	185.9	ok
0.007	7	182.05	ok
0.069	44	119.57	ok
0.049	25	145.88	ok
0.052	26	143.16	ok
0.005	4	190.15	ok
0.011	11	183.94	ok
0.01	10	184.58	ok
0.008	9	198.34	ok
0.055	27	153.85	ok
0.07	45	140.53	ok
0.004	2	276.58	ok
0.071	47	209.43	ok
0.072	50	218.67	ok
0.006	6	285.22	ok
0.011	12	279.95	ok
0.07	46	221.08	ok
0.073	51	218.85	ok
0.025	17	267.0	ok
0.021	16	275.31	ok
0.019	14	277.98	ok
0.057	28	239.88	ok
0.013	13	293.18	ok
0.072	48	234.85	ok
0.072	49	239.63	ok
0.061	31	254.69	ok
0.06	29	257.55	ok
0.074	53	243.79	ok
0.027	18	290.92	ok
0.061	30	259.57	ok
0.073	52	247.34	ok
0.062	32	262.3	ok
0.028	19	296.63	ok
0.033	21	291.3	ok
0.074	54	251.13	ok
0.074	55	252.48	ok
0.063	33	265.02	ok
0.075	56	252.98	ok
0.02	15	314.54	ok
0.063	34	323.08	ok
0.031	20	370.7	ok
0.076	59	333.94	ok
0.076	58	444.33	ok
0.086	81	435.65	ok
0.064	35	457.82	ok
0.079	63	444.33	ok
0.065	39	458.08	ok
0.16	150	363.43	ok
0.075	57	449.32	ok
0.04	23	485.3	ok
0.065	37	460.44	ok
0.064	36	462.52	ok
0.038	22	492.11	ok
0.065	38	465.99	ok
0.077	60	458.62	ok
0.091	94	445.13	ok
0.086	82	450.59	ok
0.082	74	454.63	ok
0.08	68	456.92	ok
0.114	117	424.09	ok
0.097	99	440.52	ok
0.078	61	460.79	ok
0.088	91	450.46	ok
0.161	153	378.36	ok
0.155	133	385.1	ok
0.087	85	453.43	ok
0.099	103	441.61	ok
0.16	148	381.5	ok
0.109	111	432.27	ok
0.088	90	453.97	ok
0.162	158	380.64	ok
0.114	119	429.2	ok
0.124	127	419.63	ok
0.114	118	430.21	ok
0.159	145	385.89	ok
0.158	143	386.88	ok
0.161	156	384.16	ok
0.162	157	384.22	ok
0.113	114	508.51	ok
0.113	116	512.96	ok
0.086	84	548.63	ok
0.154	131	483.4	ok
0.088	89	549.77	ok
0.098	101	539.74	ok
0.087	88	551.17	ok
0.158	142	481.28	ok
0.122	121	524.42	ok
0.122	123	533.06	ok
0.078	62	577.76	ok
0.153	130	503.07	ok
0.087	87	572.9	ok
0.161	152	501.43	ok
0.09	93	572.3	ok
0.079	64	583.9	ok
0.122	122	544.81	ok
0.161	151	507.56	ok
0.08	67	588.57	ok
0.123	125	551.33	ok
0.066	40	610.11	ok
0.16	149	516.26	ok
0.097	98	579.72	ok
0.109	112	580.56	ok
0.152	128	559.53	ok
0.099	102	613.94	ok
0.158	144	554.94	ok
